row_label_raw,row_label_full,col_0,Năm 2023triệu đồng,Năm 2022triệu đồng,numeric__Năm 2023triệu đồng,numeric__Năm 2022triệu đồng
Lợi nhuận thuần hợp nhất trước thuế,Lợi nhuận thuần hợp nhất trước thuế,Lợi nhuận thuần hợp nhất trước thuế,26.306.089,22.729.320,26306089.0,22729320.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,
- Thu nhập từ cổ tức không chịu thuế,Điều chỉnh cho các khoản > - Thu nhập từ cổ tức không chịu thuế,- Thu nhập từ cổ tức không chịu thuế,(32.736),(11.219),-32736.0,-11219.0
- Lãi thuần của các chi nhánh nước ngoài,Điều chỉnh cho các khoản > - Lãi thuần của các chi nhánh nước ngoài,- Lãi thuần của các chi nhánh nước ngoài,(35.232),(40.159),-35232.0,-40159.0
- Chi phí không được khấu trừ khi tính thuế,Điều chỉnh cho các khoản > - Chi phí không được khấu trừ khi tính thuế,- Chi phí không được khấu trừ khi tính thuế,74.826,131.615,74826.0,131615.0
- Lợi nhuận tính thuế của các công ty con,Điều chỉnh cho các khoản > - Lợi nhuận tính thuế của các công ty con,- Lợi nhuận tính thuế của các công ty con,(2.105.623),(2.846.367),-2105623.0,-2846367.0
- Các bút toán điều chỉnh hợp nhất không chịu thuế,Điều chỉnh cho các khoản > - Các bút toán điều chỉnh hợp nhất không chịu thuế,- Các bút toán điều chỉnh hợp nhất không chịu thuế,44.730,30.641,44730.0,30641.0
Thu nhập chịu thuế ước tính trong năm của Ngân hàng tại Việt Nam,Điều chỉnh cho các khoản > Thu nhập chịu thuế ước tính trong năm của Ngân hàng tại Việt Nam,Thu nhập chịu thuế ước tính trong năm của Ngân hàng tại Việt Nam,24.252.057,19.993.831,24252057.0,19993831.0
Thuế TNDN của Ngân hàng tại Việt Nam,Điều chỉnh cho các khoản > Thuế TNDN của Ngân hàng tại Việt Nam,Thuế TNDN của Ngân hàng tại Việt Nam,4.850.411,3.998.766,4850411.0,3998766.0
Cộng:,Cộng:,Cộng:,,,,
Thuế TNDN của chi nhánh nước ngoài,Cộng: > Thuế TNDN của chi nhánh nước ngoài,Thuế TNDN của chi nhánh nước ngoài,7.049,9.521,7049.0,9521.0
Thuế TNDN của Công ty con,Cộng: > Thuế TNDN của Công ty con,Thuế TNDN của Công ty con,412.409,574.686,412409.0,574686.0
Chi phí thuế TNDN trong năm,Cộng: > Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,5.269.869,4.582.973,5269869.0,4582973.0
Thuế TNDN phải trả đầu năm,Cộng: > Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,3.127.484,901.387,3127484.0,901387.0
Thuế TNDN đã trả trong năm,Cộng: > Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(5.078.090),(2.372.089),-5078090.0,-2372089.0
Nộp thuế bổ sung theo quyết toán năm,Cộng: > Nộp thuế bổ sung theo quyết toán năm,Nộp thuế bổ sung theo quyết toán năm,4.019,2.266,4019.0,2266.0
Điều chỉnh theo KTNN,Cộng: > Điều chỉnh theo KTNN,Điều chỉnh theo KTNN,-,20.037,,20037.0
Điều chỉnh tại chi nhánh nước ngoài,Cộng: > Điều chỉnh tại chi nhánh nước ngoài,Điều chỉnh tại chi nhánh nước ngoài,-,(3.034),,-3034.0
Chêch lệch tỷ giá hối đoài,Cộng: > Chêch lệch tỷ giá hối đoài,Chêch lệch tỷ giá hối đoài,(376),(4.056),-376.0,-4056.0
Thuế TNDN hợp nhất phải trả cuối năm,Cộng: > Thuế TNDN hợp nhất phải trả cuối năm,Thuế TNDN hợp nhất phải trả cuối năm,3.322.906,3.127.484,3322906.0,3127484.0
