row_label_raw,row_label_full,Tại ngày 1 tháng 1 năm 2022 > Lợi nhuận thuần trong năm > Trích lập quỹ trong năm
Trích quỹ Khen thưởng phúc lợi,Trích quỹ Khen thưởng phúc lợi,Trích quỹ Khen thưởng phúc lợi
Tăng vốn trong năm,Tăng vốn trong năm,Tăng vốn trong năm
Sử dụng quỹ trong năm,Sử dụng quỹ trong năm,Sử dụng quỹ trong năm
Chia cổ tức bằng tiền,Chia cổ tức bằng tiền,Chia cổ tức bằng tiền
Tăng vốn của công ty con,Tăng vốn của công ty con,Tăng vốn của công ty con
Thay đổi lý lẻ số hữu,Thay đổi lý lẻ số hữu,Thay đổi lý lẻ số hữu
Điều chính theo KTNN,Điều chính theo KTNN,Điều chính theo KTNN
Điều chính khác,Điều chính khác,Điều chính khác
Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022
