row_label_raw,row_label_full,col_0,31/12/2023triệu đồng,31/12/2022triệu đồng,numeric__31/12/2023triệu đồng,numeric__31/12/2022triệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,44.095.180,4.070.884,44095180.0,4070884.0
"Chứng khoán do Chính phủ, chính quyền địa phương phát hành (*)","Chứng khoán do Chính phủ, chính quyền địa phương phát hành (*)","Chứng khoán do Chính phủ, chính quyền địa phương phát hành (*)",1.554.118,58.439,1554118.0,58439.0
Chứng khoán do các TCTD khác trong nước phát hành (**),Chứng khoán do các TCTD khác trong nước phát hành (**),Chứng khoán do các TCTD khác trong nước phát hành (**),42.243.021,3.773.465,42243021.0,3773465.0
Chứng khoán do các TCKT trong nước phát hành (***),Chứng khoán do các TCKT trong nước phát hành (***),Chứng khoán do các TCKT trong nước phát hành (***),298.041,238.980,298041.0,238980.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,156.220,36.586,156220.0,36586.0
Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn do các TCTD khác trong nước phát hành,91.167,5,91167.0,5.0
Chứng khoán Vốn do các TCKT khác trong nước phát hành,Chứng khoán Vốn do các TCKT khác trong nước phát hành,Chứng khoán Vốn do các TCKT khác trong nước phát hành,65.053,36.581,65053.0,36581.0
Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,(612),(1.920),-612.0,-1920.0
Dự phòng chung,Dự phòng chung,Dự phòng chung,(612),(1.920),-612.0,-1920.0
,,,44.250.788,4.105.550,44250788.0,4105550.0
