row_label_raw,row_label_full,Nhóm nợ,Nhóm nợ_1,Phân loại nợ theo phương pháp định lượng,Phân loại nợ theo phương pháp định tỉnh,Tỷ lệ dự phòng,numeric__Nhóm nợ_1,numeric__Phân loại nợ theo phương pháp định lượng,numeric__Phân loại nợ theo phương pháp định tỉnh,numeric__Tỷ lệ dự phòng
1,1,1,Nợ đủ tiêu chuẩn,(a) Nợ trong hạn và được đánh giá là có khả năng thu hồi đầy đủ cả nợ gốc và lãi đúng hạn; hoặc(b) Nợ quá hạn dưới 10 ngày và được đánh giá là có khả năng thu hồi đầy đủ nợ gốc và lãi bị quá hạn và thu hồi đầy đủ nợ gốc và lãi còn lại đúng thời hạn.(c) Nợ được phân loại vào nhóm 1 theo quy định tại khoản 2 điều 10 Thông tư 11.,Các khoản nợ được đánh giá là có khả năng thu hồi đầy đủ cả nợ gốc và lãi đúng hạn.,0%,,,,0.0
2,2,2,Nợ cần chú ý,"(a) Nợ quá hạn từ 10 ngày đến 90 ngày; hoặc(b) Nợ điều chỉnh kỳ hạn trả nợ lần đầu; hoặc(c) Nợ được phân loại vào nhóm 2 theo quy định tại Khoản 2, Khoản 3 Điều 10 Thông tư 11.",Các khoản nợ được đánh giá là có khả năng thu hồi đầy đủ cả nợ gốc và lãi nhưng có dấu hiệu khách hàng suy giám khả năng trả nợ.,5%,,,,0.05
