row_label_raw,row_label_full,col_0,Miền Bắc triệu đồng,Miền Trung triệu đồng,Miền Nam triệu đồng,Nước ngoài triệu đồng,Loại trừ triệu đồng,Tổng công triệu đồng,numeric__Miền Bắc triệu đồng,numeric__Miền Trung triệu đồng,numeric__Miền Nam triệu đồng,numeric__Nước ngoài triệu đồng,numeric__Loại trừ triệu đồng,numeric__Tổng công triệu đồng
III. Tài sản,III. Tài sản,III. Tài sản,670.276.168,43.321.583,248.924.007,5.779.538,(23.347.656),944.953.640,670276168.0,43321583.0,248924007.0,5779538.0,-23347656.0,944953640.0
1. Tiền mặt,1. Tiền mặt,1. Tiền mặt,1.679.519,479.203,1.474.904,41.768,-,3.675.394,1679519.0,479203.0,1474904.0,41768.0,,3675394.0
2. Tài sản cố định,2. Tài sản cố định,2. Tài sản cố định,4.652.222,51.306,125.335,25.323,-,4.854.186,4652222.0,51306.0,125335.0,25323.0,,4854186.0
3. Tài sản khác,3. Tài sản khác,3. Tài sản khác,663.944.427,42.791.074,247.323.768,5.712.447,(23.347.656),936.424.060,663944427.0,42791074.0,247323768.0,5712447.0,-23347656.0,936424060.0
IV. Nợ phải trả,IV. Nợ phải trả,IV. Nợ phải trả,575.079.553,41.523.478,244.025.615,3.542.672,(15.928.837),848.242.481,575079553.0,41523478.0,244025615.0,3542672.0,-15928837.0,848242481.0
1. Nợ phải trả khách hàng bên ngoài,1. Nợ phải trả khách hàng bên ngoài,1. Nợ phải trả khách hàng bên ngoài,655.825.780,30.719.414,136.135.877,3.231.385,(15.906.517),810.005.939,655825780.0,30719414.0,136135877.0,3231385.0,-15906517.0,810005939.0
2. Nợ phải trả nội bộ,2. Nợ phải trả nội bộ,2. Nợ phải trả nội bộ,1.277.859,-,240,(1.429),-,1.276.670,1277859.0,,240.0,-1429.0,,1276670.0
3. Nợ phải trả khác,3. Nợ phải trả khác,3. Nợ phải trả khác,(82.024.086),10.804.064,107.889.498,312.716,(22.320),36.959.872,-82024086.0,10804064.0,107889498.0,312716.0,-22320.0,36959872.0
