row_label_raw,row_label_full,col_0,Tổng nợ cho vay triệu đồng,"Tổng tiền gửi tại NHNN, tiền gửi và cho vay TCTD khác triệu đồng",Cam kết ngoại bảng triệu đồng,Công cụ tài chính phải sinh triệu đồng,Kinh doanh và đầu tư chứng khoán triệu đồng,numeric__Tổng nợ cho vay triệu đồng,"numeric__Tổng tiền gửi tại NHNN, tiền gửi và cho vay TCTD khác triệu đồng",numeric__Cam kết ngoại bảng triệu đồng,numeric__Công cụ tài chính phải sinh triệu đồng,numeric__Kinh doanh và đầu tư chứng khoán triệu đồng
Trong nước,Trong nước,Trong nước,607.682.561,111.307.681,499.374.221,141.294,192.584.063,607682561.0,111307681.0,499374221.0,141294.0,192584063.0
Nước ngoài,Nước ngoài,Nước ngoài,3.366.269,1.363.211,-,-,66.000,3366269.0,1363211.0,,,66000.0
,,,611.048.830,112.670.892,499.374.221,141.294,192.650.063,611048830.0,112670892.0,499374221.0,141294.0,192650063.0
Tại ngày 31 tháng 12 năm 2022:,Tại ngày 31 tháng 12 năm 2022:,Tại ngày 31 tháng 12 năm 2022:,Tại ngày 31 tháng 12 năm 2022:,Tại ngày 31 tháng 12 năm 2022:,Tại ngày 31 tháng 12 năm 2022:,Tại ngày 31 tháng 12 năm 2022:,Tại ngày 31 tháng 12 năm 2022:,,,,,
,,,Tổng nợ cho vay triệu đồng,"Tổng tiền gửi tại NHNN, tiền gửi và cho vay TCTD khác triệu đồng",Cam kết ngoại bảng triệu đồng,Công cụ tài chính phải sinh triệu đồng,Kinh doanh và đầu tư chứng khoán triệu đồng,,,,,
Trong nước,Tại ngày 31 tháng 12 năm 2022: > Trong nước,Trong nước,458.181.387,71.605.717,282.110.610,69.503,164.012.954,458181387.0,71605717.0,282110610.0,69503.0,164012954.0
Nước ngoài,Tại ngày 31 tháng 12 năm 2022: > Nước ngoài,Nước ngoài,2.393.095,986.729,-,-,76.069,2393095.0,986729.0,,,76069.0
,,,460.574.482,72.592.446,282.110.610,69.503,164.089.023,460574482.0,72592446.0,282110610.0,69503.0,164089023.0
