row_label_raw,row_label_full,Số dư đầu năm > Trích lập trong năm (Thuyết minh 32),Năm 2023 triệu đồng > 143.496 > 20.306,Năm 2022 triệu đồng > 137.632 > 16.772,numeric__Năm 2023 triệu đồng > 143.496 > 20.306,numeric__Năm 2022 triệu đồng > 137.632 > 16.772
Biến động khác,Biến động khác,Biến động khác,-,(10.908),,-10908.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,163.802,143.496,163802.0,143496.0
