row_label_raw,row_label_full,col_0,Số đầu năm,Dự phòng trích lập trong năm,Hoàn nhập dự phòng trong năm,VND Số cuối năm,numeric__Số đầu năm,numeric__Dự phòng trích lập trong năm,numeric__Hoàn nhập dự phòng trong năm,numeric__VND Số cuối năm
Công ty Cổ phần Chứng khoán Sen Vàng,Công ty Cổ phần Chứng khoán Sen Vàng,Công ty Cổ phần Chứng khoán Sen Vàng,(25.812.896.159),(2.982.891.533),28.795.787.692,-,-25812896159.0,-2982891533.0,28795787692.0,
Công ty Cổ phần Trang trí Nội thất Onwa Tech,Công ty Cổ phần Trang trí Nội thất Onwa Tech,Công ty Cổ phần Trang trí Nội thất Onwa Tech,(1.894.375.847),(656.414.958),-,(2.550.790.805),-1894375847.0,-656414958.0,,-2550790805.0
Công ty Cổ phần Kỹ thuật Jesco Hòa Bình,Công ty Cổ phần Kỹ thuật Jesco Hòa Bình,Công ty Cổ phần Kỹ thuật Jesco Hòa Bình,(1.284.850.229),(6.515.624.851),3.553.187.773,(4.247.287.307),-1284850229.0,-6515624851.0,3553187773.0,-4247287307.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,(28.992.122.235),(10.154.931.342),32.348.975.465,(6.798.078.112),-28992122235.0,-10154931342.0,32348975465.0,-6798078112.0
