row_label_raw,row_label_full,Công ty Cổ phầnTiến Phát Sanyo Homes,Công tycon,Dịch vụxây dựng,27.638.291.503,50.623.704.273,numeric__Công tycon,numeric__Dịch vụxây dựng,numeric__27.638.291.503,numeric__50.623.704.273
Phải thu về cho vay ngắn hạn (Thuyết minh số 9),Phải thu về cho vay ngắn hạn (Thuyết minh số 9),Phải thu về cho vay ngắn hạn (Thuyết minh số 9),Phải thu về cho vay ngắn hạn (Thuyết minh số 9),Phải thu về cho vay ngắn hạn (Thuyết minh số 9),Phải thu về cho vay ngắn hạn (Thuyết minh số 9),Phải thu về cho vay ngắn hạn (Thuyết minh số 9),,,,
Công ty Cổ phần NhàHòa Bình,Phải thu về cho vay ngắn hạn (Thuyết minh số 9) > Công ty Cổ phần NhàHòa Bình,Công ty Cổ phần NhàHòa Bình,Công tycon,Cho vay,521.763.918.160,469.031.007.952,,,521763918160.0,469031007952.0
Công ty Cổ phần Đầu tưĐịa ốc Tiến Phát,Phải thu về cho vay ngắn hạn (Thuyết minh số 9) > Công ty Cổ phần Đầu tưĐịa ốc Tiến Phát,Công ty Cổ phần Đầu tưĐịa ốc Tiến Phát,Công tycon,Cho vay,109.604.408.802,6.606.636.261,,,109604408802.0,6606636261.0
Công ty TNHH Sài GònNgày Mới,Phải thu về cho vay ngắn hạn (Thuyết minh số 9) > Công ty TNHH Sài GònNgày Mới,Công ty TNHH Sài GònNgày Mới,Công tycon,Cho vay,27.955.608.048,25.334.546.297,,,27955608048.0,25334546297.0
Công ty Cổ phần Đầu tưvà Nẵng lượng Tái tạoHòa Bình,Phải thu về cho vay ngắn hạn (Thuyết minh số 9) > Công ty Cổ phần Đầu tưvà Nẵng lượng Tái tạoHòa Bình,Công ty Cổ phần Đầu tưvà Nẵng lượng Tái tạoHòa Bình,Công tycon,Cho vay,7.013.142.143,6.312.098.508,,,7013142143.0,6312098508.0
TỔNG CỘNG,Phải thu về cho vay ngắn hạn (Thuyết minh số 9) > TỔNG CỘNG,TỔNG CỘNG,,,666.337.077.153,507.284.289.018,,,666337077153.0,507284289018.0
