row_label_raw,row_label_full,STT,Tên công ty liên kết,Hoạt động chính,Tình trạng,Số cuối năm > %sở hữu,Số cuối năm > Giá trịVND,Số đầu năm > %sở hữu,Số đầu năm > Giá trịVND,numeric__Tên công ty liên kết,numeric__Hoạt động chính,numeric__Tình trạng,numeric__Số cuối năm > %sở hữu,numeric__Số cuối năm > Giá trịVND,numeric__Số đầu năm > %sở hữu,numeric__Số đầu năm > Giá trịVND
1,1,1,Công ty Cổ phần 479 Hòa Bình,Xây dựng công trình đường sắt và đường bộ,Đang hoạt động,"49,25",85.000.000.000,"49,25",85.000.000.000,,,,49.25,85000000000.0,49.25,85000000000.0
2,2,2,Công ty Cổ phần Kỹ thuật Jesco Hòa Bình,"Thi công lắp đặt trang thiết bị công trình xây dựng hệ thống điện nước, phòng cháy chữa cháy, hệ thống làm lạnh",Đang hoạt động,"47,82",34.842.520.000,"47,82",34.842.520.000,,,,47.82,34842520000.0,47.82,34842520000.0
3,3,3,Công ty Cổ phần Cơ khí và Nhôm kính Anh Việt,"Trang trí nội thất, sẵn xuất vật liệu xây dựng (cửa nhôm), san lắp mật bằng và mua bán vật tư xây dựng",Đang hoạt động,"49,10",19.560.000.000,"49,10",19.560.000.000,,,,49.1,19560000000.0,49.1,19560000000.0
4,4,4,Công ty Cổ phần Trang trí Nội thất Onwa Tech (i),"Cung cấp dịch vụ trang trí nội thất, mua bán vật liệu và thiết bị lắp đặt trong xây dựng",Đang hoạt động,"15,38",6.000.000.000,"16,22",6.000.000.000,,,,15.38,6000000000.0,16.22,6000000000.0
5,5,5,Công ty Cổ phần Chứng khoán Sen Vàng (Thuyết minh số 4.2),"Môi giới, tư vấn đầu tư và tự doanh chứng khoán",Đang hoạt động,-,-,"42,53",40.677.500.000,,,,,,42.53,40677500000.0
,,,TỔNG CỘNG,,,,145.402.520.000,,186.080.020.000,,,,,145402520000.0,,186080020000.0
,,,Dự phòng đầu tư vào các công ty liên kết,,,,(6.798.078.112),,(28.992.122.235),,,,,-6798078112.0,,-28992122235.0
,,,ĐẦU TƯ THUẦN,,,,138.604.441.888,,157.087.897.765,,,,,138604441888.0,,157087897765.0
