row_label_raw,row_label_full,col_0,Băng cân đối kế toán riêng,Băng cân đối kế toán riêng_1,Báo cáo kết quả hoạt động kinh doanh riêng,Báo cáo kết quả hoạt động kinh doanh riêng_1,numeric__Băng cân đối kế toán riêng,numeric__Băng cân đối kế toán riêng_1,numeric__Báo cáo kết quả hoạt động kinh doanh riêng,numeric__Báo cáo kết quả hoạt động kinh doanh riêng_1
,,,Số cuối năm,Số đầu năm,Số cuối năm,Số đầu năm,,,,
Dự phòng trợ cấp thời việc,Dự phòng trợ cấp thời việc,Dự phòng trợ cấp thời việc,4.581.663.000,4.797.733.000,"(216,070,000)",(625.884.583),4581663000.0,4797733000.0,,-625884583.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,4.581.663.000,4.797.733.000,,,4581663000.0,4797733000.0,,
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,(216.070.000),(625.884.583),,,-216070000.0,-625884583.0
