row_label_raw,row_label_full,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
Nợ gốc,Nợ gốc,Nợ gốc,Dự phòng,Nợ gốc,Dự phòng,,,
274.005.659.139,Nợ gốc > 274.005.659.139,274.005.659.139,12.518.584.331,234.147.230.431,12.518.584.331,12518584331.0,234147230431.0,12518584331.0
93.209.033.426,Nợ gốc > 93.209.033.426,93.209.033.426,18.792.608.280,93.209.033.426,11.501.477.208,18792608280.0,93209033426.0,11501477208.0
80.511.514.710,Nợ gốc > 80.511.514.710,80.511.514.710,25.789.397.448,80.511.514.710,15.092.917.947,25789397448.0,80511514710.0,15092917947.0
71.811.701.120,Nợ gốc > 71.811.701.120,71.811.701.120,8.616.226.954,71.811.701.120,-,8616226954.0,71811701120.0,
57.803.476.789,Nợ gốc > 57.803.476.789,57.803.476.789,15.325.495.573,69.803.476.789,13.797.549.865,15325495573.0,69803476789.0,13797549865.0
48.119.743.000,Nợ gốc > 48.119.743.000,48.119.743.000,15.382.453.074,48.119.743.000,14.108.457.770,15382453074.0,48119743000.0,14108457770.0
43.223.119.570,Nợ gốc > 43.223.119.570,43.223.119.570,19.419.784.466,43.223.119.570,13.953.228.525,19419784466.0,43223119570.0,13953228525.0
41.410.054.424,Nợ gốc > 41.410.054.424,41.410.054.424,10.372.419.116,40.944.529.714,10.372.419.116,10372419116.0,40944529714.0,10372419116.0
34.644.976.589,Nợ gốc > 34.644.976.589,34.644.976.589,13.878.413.197,18.537.900.269,-,13878413197.0,18537900269.0,
29.242.861.037,Nợ gốc > 29.242.861.037,29.242.861.037,8.560.426.875,41.242.861.037,6.471.635.040,8560426875.0,41242861037.0,6471635040.0
18.046.545.916,Nợ gốc > 18.046.545.916,18.046.545.916,7.570.451.139,18.046.545.916,5.413.963.775,7570451139.0,18046545916.0,5413963775.0
4.441.849.139.056,Nợ gốc > 4.441.849.139.056,4.441.849.139.056,56.314.715.932,4.651.823.616.762,48.531.471.396,56314715932.0,4651823616762.0,48531471396.0
5.233.877.824.776,Nợ gốc > 5.233.877.824.776,5.233.877.824.776,212.540.976.385,5.411.421.272.744,151.761.704.973,212540976385.0,5411421272744.0,151761704973.0
