row_label_raw,row_label_full,STT,Tên công ty con,Hoạt động chính,Tình trạng,Số cuối năm > %sở hữu,Số cuối năm > Giá trịVND,Số đầu năm > %sở hữu,Số đầu năm > Giá trịVND,numeric__Tên công ty con,numeric__Hoạt động chính,numeric__Tình trạng,numeric__Số cuối năm > %sở hữu,numeric__Số cuối năm > Giá trịVND,numeric__Số đầu năm > %sở hữu,numeric__Số đầu năm > Giá trịVND
1,1,1,Công ty Cổ phần Nhà Hòa Bình,Kinh doanh phát triển các dự án bất động sản,Đang hoạt động,"99,96",449.800.000.000,"99,96",449.800.000.000,,,,99.96,449800000000.0,99.96,449800000000.0
2,2,2,Công ty Cổ phần Đầu tư Xây dựng Hạ tầng Hòa Bình,Đầu tư và xây dựng khu công nghiệp,Đang hoạt động,"97,97",256.208.939.051,"97,97",256.208.939.051,,,,97.97,256208939051.0,97.97,256208939051.0
3,3,3,Công ty TNHH MTV Máy Xây dựng Matec,Cho thuê máy móc cơ điện và thiết bị xây dựng,Đang hoạt động,"100,00",20.000.000.000,"100,00",20.000.000.000,,,,100.0,20000000000.0,100.0,20000000000.0
4,4,4,Công ty TNHH Sơn Hòa Bình,"Sản xuất và mua bán vật liệu xây dựng, cung cấp dịch vụ trang trí nội thất",Đang hoạt động,"100,00",6.800.000.000,"100,00",6.800.000.000,,,,100.0,6800000000.0,100.0,6800000000.0
5,5,5,Công ty TNHH Tư vấn Thiết kế Hòa Bình,"Tư vấn xây dựng, khảo sát công trình, thiết kế kiến trúc công trình",Đang hoạt động,"75,00",1.500.000.000,"75,00",1.500.000.000,,,,75.0,1500000000.0,75.0,1500000000.0
6,6,6,Công ty TNHH Hòa BìnhMyanmar,"Thiết kế, xây dựng và cung cấp dịch vụ giám định kỹ thuật, quản lý xây dựng và quản lý dự án",Trước hoạt động,"100,00",1.066.500.000,"100,00",1.066.500.000,,,,100.0,1066500000.0,100.0,1066500000.0
,,,TỔNG CỘNG,,,,735.375.439.051,,735.375.439.051,,,,,735375439051.0,,735375439051.0
,,,Dự phòng đầu tư vào các công ty con,,,,(242.823.355.336),,(215.204.855.750),,,,,-242823355336.0,,-215204855750.0
,,,ĐẦU TƯ THUẦN,,,,492.552.083.715,,520.170.583.301,,,,,492552083715.0,,520170583301.0
