row_label_raw,row_label_full,col_0,Số dư cuối năm VND,Số dư đầu năm VND,numeric__Số dư cuối năm VND,numeric__Số dư đầu năm VND
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,,
- Thế chấp tại NHNN,Chứng khoán đầu tư sẵn sàng để bán > - Thế chấp tại NHNN,- Thế chấp tại NHNN,1.889.884.246.592,5.217.207.304.650,1889884246592.0,5217207304650.0
- Thế chấp tại các TCTD khác,Chứng khoán đầu tư sẵn sàng để bán > - Thế chấp tại các TCTD khác,- Thế chấp tại các TCTD khác,5.198.345.797.519,5.626.741.427.805,5198345797519.0,5626741427805.0
,,,7.088.230.044.111,10.843.948.732.455,7088230044111.0,10843948732455.0
