row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,323.731.488.152,818.791.639.438,323731488152.0,818791639438.0
Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,157.003.803.154,230.238.369.106,157003803154.0,230238369106.0
Thu nhập từ thanh lý tài sản,Thu nhập từ thanh lý tài sản,Thu nhập từ thanh lý tài sản,83.521.994.999,9.613.402.726,83521994999.0,9613402726.0
Thu từ hoạt động kinh doanh khác,Thu từ hoạt động kinh doanh khác,Thu từ hoạt động kinh doanh khác,32.143.239.412,2.551.818.556,32143239412.0,2551818556.0
Thu từ nghiệp vụ mua bán nợ,Thu từ nghiệp vụ mua bán nợ,Thu từ nghiệp vụ mua bán nợ,2.724.964,40.511.261.350,2724964.0,40511261350.0
Thu từ hoạt động đại lý bảo hiểm,Thu từ hoạt động đại lý bảo hiểm,Thu từ hoạt động đại lý bảo hiểm,-,500.000.000.000,,500000000000.0
Thu khác,Thu khác,Thu khác,51.059.725.623,35.876.787.700,51059725623.0,35876787700.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(112.734.049.475),(54.339.443.314),-112734049475.0,-54339443314.0
Chi phí từ thanh lý tài sản,Chi phí từ thanh lý tài sản,Chi phí từ thanh lý tài sản,(38.057.490.869),(10.312.987.085),-38057490869.0,-10312987085.0
Chi từ hoạt động mua bán nợ,Chi từ hoạt động mua bán nợ,Chi từ hoạt động mua bán nợ,-,(3.169.443.787),,-3169443787.0
Chi về hoạt động kinh doanh khác,Chi về hoạt động kinh doanh khác,Chi về hoạt động kinh doanh khác,(23.809.566.385),(10.490.968.264),-23809566385.0,-10490968264.0
Chi khác,Chi khác,Chi khác,(50.866.992.221),(30.366.044.178),-50866992221.0,-30366044178.0
,,,210.997.438.677,764.452.196.124,210997438677.0,764452196124.0
