row_label_raw,row_label_full,col_0,Số dư cuối năm VND,Số dư đầu năm VND,numeric__Số dư cuối năm VND,numeric__Số dư đầu năm VND
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,60.981.499.542,68.743.895.068,60981499542.0,68743895068.0
Các khoản phải thu bên ngoài:,Các khoản phải thu bên ngoài:,Các khoản phải thu bên ngoài:,3.715.544.623.582,1.516.384.854.418,3715544623582.0,1516384854418.0
- Phải thu từ thư tín dụng trả chậm có điều khoản thanh toán ngay (i),- Phải thu từ thư tín dụng trả chậm có điều khoản thanh toán ngay (i),- Phải thu từ thư tín dụng trả chậm có điều khoản thanh toán ngay (i),1.506.416.189.388,1.077.879.153.403,1506416189388.0,1077879153403.0
- Phải thu từ dịch vụ thanh toán,- Phải thu từ dịch vụ thanh toán,- Phải thu từ dịch vụ thanh toán,520.597.995.236,265.829.182.937,520597995236.0,265829182937.0
- Tạm ứng án phí,- Tạm ứng án phí,- Tạm ứng án phí,24.372.786.792,21.153.808.114,24372786792.0,21153808114.0
- Phải thu từ dịch vụ hỗ trợ đại lý bảo hiểm,- Phải thu từ dịch vụ hỗ trợ đại lý bảo hiểm,- Phải thu từ dịch vụ hỗ trợ đại lý bảo hiểm,50.024.303.600,-,50024303600.0,
- Đặt cọc thuê nhà và ký quỹ hoạt động khác,- Đặt cọc thuê nhà và ký quỹ hoạt động khác,- Đặt cọc thuê nhà và ký quỹ hoạt động khác,43.470.984.546,34.694.315.365,43470984546.0,34694315365.0
- Phải thu từ bán trái phiếu,- Phải thu từ bán trái phiếu,- Phải thu từ bán trái phiếu,1.232.356.653.000,-,1232356653000.0,
- Phải thu hợp tác đầu tư (ii),- Phải thu hợp tác đầu tư (ii),- Phải thu hợp tác đầu tư (ii),197.656.340.804,-,197656340804.0,
- Thuế phải thu,- Thuế phải thu,- Thuế phải thu,76.779.234,-,76779234.0,
- Các khoản phải thu khác,- Các khoản phải thu khác,- Các khoản phải thu khác,140.572.590.982,116.828.394.599,140572590982.0,116828394599.0
,,,3.776.526.123.124,1.585.128.749.486,3776526123124.0,1585128749486.0
