row_label_raw,row_label_full,col_0,Thay đổi lãi suất,Ảnh hưởng đến kết quả thu nhập lãi thuần VND,numeric__Thay đổi lãi suất,numeric__Ảnh hưởng đến kết quả thu nhập lãi thuần VND
Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,,
VND,Tại ngày 31 tháng 12 năm 2020 > VND,VND,"1,00%",35.515.567.450,0.01,35515567450.0
USD,Tại ngày 31 tháng 12 năm 2020 > USD,USD,"0,25%",3.708.780.064,0.0025,3708780064.0
