row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2020%/năm,Ngày 31 tháng 12năm 2019%/năm,numeric__Ngày 31 tháng 12năm 2020%/năm,numeric__Ngày 31 tháng 12năm 2019%/năm
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"0,20 - 1,15","1,40 - 5,20",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"0,15 - 0,70","1,80 - 2,80",,
Cho vay bằng VND,Cho vay bằng VND,Cho vay bằng VND,"0,12 - 7,00","4,30 - 7,70",,
Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,"0,15 - 1,70","2,10 - 3,30",,
