row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay VND,Năm trước VND,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,10.675.893.409.957(5.554.040.300.033),9.353.243.303.375(5.215.466.604.459),,,,
Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,10.675.893.409.957(5.554.040.300.033),9.353.243.303.375(5.215.466.604.459),,,,
Thu nhập từ hoạt động dịch vụ nhận được,Chi phí lãi và các chi phí tương tự đã trả > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,790.561.444.289,545.797.223.084,,790561444289.0,545797223084.0,
"Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","Chi phí lãi và các chi phí tương tự đã trả > Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",1.936.449.621.750(10.897.367.567),1.205.828.860.238503.360.070.568,,,1.2058288602385034e+24,
Thu nhập khác/(chi phí khác),Chi phí lãi và các chi phí tương tự đã trả > Thu nhập khác/(chi phí khác),Thu nhập khác/(chi phí khác),1.936.449.621.750(10.897.367.567),1.205.828.860.238503.360.070.568,,,1.2058288602385034e+24,
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Chi phí lãi và các chi phí tương tự đã trả > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",157.003.803.154,230.238.369.106,,157003803154.0,230238369106.0,
Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,Chi phí lãi và các chi phí tương tự đã trả > Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,(2.146.007.177.558),(2.356.245.733.250),,-2146007177558.0,-2356245733250.0,
Tiền thuế thu nhập thực nộp trong năm,Chi phí lãi và các chi phí tương tự đã trả > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,(762.881.768.657),(443.851.203.309),,-762881768657.0,-443851203309.0,
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Chi phí lãi và các chi phí tương tự đã trả > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,5.086.081.665.335,3.822.904.285.353,,5086081665335.0,3822904285353.0,
Những thay đổi về tài sản hoạt động Giảm/(tăng) các khoản tiền gửi và cho vay các TCTD khác,Chi phí lãi và các chi phí tương tự đã trả > Những thay đổi về tài sản hoạt động Giảm/(tăng) các khoản tiền gửi và cho vay các TCTD khác,Những thay đổi về tài sản hoạt động Giảm/(tăng) các khoản tiền gửi và cho vay các TCTD khác,1.945.505.092.769,(2.431.655.639.079),,1945505092769.0,-2431655639079.0,
(Tăng)/giảm các khoản về kinh doanh chứng khoán,Chi phí lãi và các chi phí tương tự đã trả > (Tăng)/giảm các khoản về kinh doanh chứng khoán,(Tăng)/giảm các khoản về kinh doanh chứng khoán,(12.338.249.152.057),1.013.315.301.789,,-12338249152057.0,1013315301789.0,
Giảm/(tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,Chi phí lãi và các chi phí tương tự đã trả > Giảm/(tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,Giảm/(tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,5.214.837.167,(8.781.902.746),,5214837167.0,-8781902746.0,
Tăng các khoản cho vay khách hàng,Chi phí lãi và các chi phí tương tự đã trả > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,(18.537.145.094.431),(14.774.389.557.785),,-18537145094431.0,-14774389557785.0,
Giảm nguồn dự phòng để bù đắp tổn thất,Chi phí lãi và các chi phí tương tự đã trả > Giảm nguồn dự phòng để bù đắp tổn thất,Giảm nguồn dự phòng để bù đắp tổn thất,(1.048.585.006.124),(773.403.480.307),,-1048585006124.0,-773403480307.0,
(Tăng)/giảm khác về tài sản hoạt động,Chi phí lãi và các chi phí tương tự đã trả > (Tăng)/giảm khác về tài sản hoạt động,(Tăng)/giảm khác về tài sản hoạt động,(2.424.949.025.131),588.955.980.280,,-2424949025131.0,588955980280.0,
Những thay đổi về công nợ hoạt động Giảm các khoản nợ Chính phủ và NHNN,Chi phí lãi và các chi phí tương tự đã trả > Những thay đổi về công nợ hoạt động Giảm các khoản nợ Chính phủ và NHNN,Những thay đổi về công nợ hoạt động Giảm các khoản nợ Chính phủ và NHNN,(18.066.016.177),(1.299.113.521.915),,-18066016177.0,-1299113521915.0,
"Tăng các khoản tiền gửi, tiền vay các TCTD","Chi phí lãi và các chi phí tương tự đã trả > Tăng các khoản tiền gửi, tiền vay các TCTD","Tăng các khoản tiền gửi, tiền vay các TCTD",4.468.855.008.937,1.612.885.730.646,,4468855008937.0,1612885730646.0,
