row_label_raw,row_label_full,Másố,CHỈ TIÊU,Thuyếtminh,Năm 2020VND,Năm 2019VND,numeric__CHỈ TIÊU,numeric__Thuyếtminh,numeric__Năm 2020VND,numeric__Năm 2019VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,26,1.925.640.203.956,2.910.460.763.093,,26.0,1925640203956.0,2910460763093.0
02,02,02,2. Các khoản giảm trừ doanh thu,27,6.371.245.286,56.710.096.401,,27.0,6371245286.0,56710096401.0
10,10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,1.919.268.958.670,2.853.750.666.692,,,1919268958670.0,2853750666692.0
11,11,11,4. Giá vốn hàng bán,28,1.781.139.088.428,2.551.522.418.405,,28.0,1781139088428.0,2551522418405.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,138.129.870.242,302.228.248.287,,,138129870242.0,302228248287.0
21,21,21,6. Doanh thu hoạt động tài chính,29,163.283.867.746,178.310.700.135,,29.0,163283867746.0,178310700135.0
22,22,22,7. Chỉ phí tài chính,30,(30.353.823.189),206.515.773.144,,30.0,-30353823189.0,206515773144.0
23,23,23,Trong đó: Chỉ phí lãi vay,,28.129.019.732,87.508.750.221,,,28129019732.0,87508750221.0
24,24,24,"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",,(84.863.786.386),18.483.893.790,,,-84863786386.0,18483893790.0
25,25,25,9. Chỉ phí bán hàng,31,34.001.500.102,73.720.774.304,,31.0,34001500102.0,73720774304.0
26,26,26,10. Chỉ phí quản lý doanh nghiệp,32,89.330.532.935,89.083.079.317,,32.0,89330532935.0,89083079317.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,123.571.741.754,129.703.215.447,,,123571741754.0,129703215447.0
31,31,31,12. Thu nhập khác,33,3.008.483.901,11.056.586.857,,33.0,3008483901.0,11056586857.0
32,32,32,13. Chỉ phí khác,34,1.160.416.263,5.214.801.969,,34.0,1160416263.0,5214801969.0
40,40,40,14. Lợi nhuận khác,,1.848.067.638,5.841.784.888,,,1848067638.0,5841784888.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,125.419.809.392,135.545.000.335,,,125419809392.0,135545000335.0
51,51,51,16. Chỉ phí thuế thu nhập doanh nghiệp hiện hành,35,19.778.950.386,31.626.221.951,,35.0,19778950386.0,31626221951.0
52,52,52,17. Chỉ phí thuế thu nhập doanh nghiệp hoãn lại,36,4.631.135.540,2.528.982.660,,36.0,4631135540.0,2528982660.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,,101.009.723.466,101.389.795.724,,,101009723466.0,101389795724.0
61,61,61,19. Lợi nhuận sau thuế của Công ty mẹ,,92.623.742.948,80.031.076.290,,,92623742948.0,80031076290.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,8.385.980.518,21.358.719.434,,,8385980518.0,21358719434.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,37,357,309,,37.0,357.0,309.0
