row_label_raw,row_label_full,col_0,Mã cháng khoán,31/12/2020 > Giá gốc,31/12/2020 > Giá trị hợp lý,31/12/2020 > Dự phòng,01/01/2020 > Giá gốc,01/01/2020 > Giá trị hợp lý,01/01/2020 > Dự phòng,numeric__Mã cháng khoán,numeric__31/12/2020 > Giá gốc,numeric__31/12/2020 > Giá trị hợp lý,numeric__31/12/2020 > Dự phòng,numeric__01/01/2020 > Giá gốc,numeric__01/01/2020 > Giá trị hợp lý,numeric__01/01/2020 > Dự phòng
,,,,VND,VND,VND,VND,VND,VND,,,,,,,
Tổng Công ty Dược Việt Nam - CTCP (*),Tổng Công ty Dược Việt Nam - CTCP (*),Tổng Công ty Dược Việt Nam - CTCP (*),DVN,-,-,-,283.624.800.000,127.558.000.000,(156.066.800.000),,,,,283624800000.0,127558000000.0,-156066800000.0
Công ty Cổ phần Nhựa Đồng Nai (**),Công ty Cổ phần Nhựa Đồng Nai (**),Công ty Cổ phần Nhựa Đồng Nai (**),DNP,56.421.430.890,66.727.980.000,-,49.445.997.910,59.650.770.000,-,,56421430890.0,66727980000.0,,49445997910.0,59650770000.0,
Công ty Cổ phần Alphanam,Công ty Cổ phần Alphanam,Công ty Cổ phần Alphanam,ALP,7.243.518.147,7.243.518.147,-,7.243.518.147,7.243.518.147,-,,7243518147.0,7243518147.0,,7243518147.0,7243518147.0,
Công ty Cổ phần Phân lân Nung chảy Văn Điền,Công ty Cổ phần Phân lân Nung chảy Văn Điền,Công ty Cổ phần Phân lân Nung chảy Văn Điền,VAF,1.385.836.600,1.837.591.200,-,1.385.836.600,1.736.703.840,-,,1385836600.0,1837591200.0,,1385836600.0,1736703840.0,
Ngân hàng TMCP Ngoại thương Việt Nam (*** ),Ngân hàng TMCP Ngoại thương Việt Nam (*** ),Ngân hàng TMCP Ngoại thương Việt Nam (*** ),VCB,-,-,-,1.345.515.250,1.353.000.000,-,,,,,1345515250.0,1353000000.0,
Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan dầu khí,Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan dầu khí,Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan dầu khí,PVD,492.076.560,321.829.200,(170.247.360),492.076.560,271.803.000,(220.273.560),,492076560.0,321829200.0,-170247360.0,492076560.0,271803000.0,-220273560.0
,,,,65.542.862.197,76.130.918.547,(170.247.360),343.537.744.467,197.813.794.987,(156.287.073.560),,65542862197.0,76130918547.0,-170247360.0,343537744467.0,197813794987.0,-156287073560.0
