row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2020 > VND,Năm 2019 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2020 > VND,numeric__Năm 2019 > VND
,,,I. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,01,01,1. Lợi nhuận trước thuế,,125.419.809.392,135.545.000.335,,,125419809392.0,135545000335.0
,,,2. Điều chỉnh cho các khoản,,,,,,,
02,02,02,1. Khẩu hao tài sản cố định và bất động sản đầu tư,,57.663.556.379,60.705.851.488,,,57663556379.0,60705851488.0
03,03,03,2. Các khoản dự phòng,,(156.785.422.787),71.554.342.625,,,-156785422787.0,71554342625.0
04,04,04,"3. Lãi, lỗ chênh lệch tỷ giả hồi doái do đánh giả lại các khoản mục tiền tệ có gốc ngoại tệ",,(1.094.357.437),553.925.308,,,-1094357437.0,553925308.0
05,05,05,"4. Lãi, lỗ từ hoạt động đầu tư",,(19.425.288.780),(163.109.924.692),,,-19425288780.0,-163109924692.0
06,06,06,5. Chỉ phí lãi vay,,28.129.019.732,87.508.750.221,,,28129019732.0,87508750221.0
08,08,08,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,33.907.316.499,192.757.945.285,,,33907316499.0,192757945285.0
09,09,09,"1. Tăng, giảm các khoản phải thu",,(148.837.453.616),(125.982.058.958),,,-148837453616.0,-125982058958.0
10,10,10,"2. Tăng, giảm hàng tồn kho",,(152.137.020.999),68.646.169.450,,,-152137020999.0,68646169450.0
11,11,11,"3. Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,(234.968.004.461),1.131.036.874.992,,,-234968004461.0,1131036874992.0
12,12,12,"4. Tăng, giảm chỉ phí trả trước",,6.603.544.305,28.206.126.535,,,6603544305.0,28206126535.0
13,13,13,"5. Tăng, giảm chứng khoán kinh doanh",,(5.629.917.730),47.580.683.590,,,-5629917730.0,47580683590.0
14,14,14,6. Tiền lãi vay đã trả,,(18.677.614.906),(107.086.037.202),,,-18677614906.0,-107086037202.0
15,15,15,7. Thuế thu nhập doanh nghiệp đã nộp,,(18.351.301.131),(36.696.240.069),,,-18351301131.0,-36696240069.0
17,17,17,8. Tiền chỉ khác cho hoạt động kinh doanh,,(7.117.327.607),(5.698.678.692),,,-7117327607.0,-5698678692.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(545.207.779.646),1.192.764.784.931,,,-545207779646.0,1192764784931.0
,,,II. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG DẦU TƯ,II. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG DẦU TƯ,II. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG DẦU TƯ,II. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG DẦU TƯ,,,,
21,21,21,"1. Tiền chỉ để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(119.602.128.181),(13.913.069.282),,,-119602128181.0,-13913069282.0
22,22,22,"2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",,229.141.000,285.000.000,,,229141000.0,285000000.0
23,23,23,"3. Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác",,(59.673.701.989),(142.306.490.621),,,-59673701989.0,-142306490621.0
24,24,24,"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,120.006.490.621,34.450.000.000,,,120006490621.0,34450000000.0
25,25,25,5. Tiền chỉ đầu tư góp vốn vào đơn vị khác,,(183.149.200.000),(75.152.400.000),,,-183149200000.0,-75152400000.0
26,26,26,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,226.587.338.541,250.000.000.192,,,226587338541.0,250000000192.0
27,27,27,"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,46.492.363.035,20.443.766.176,,,46492363035.0,20443766176.0
30,30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,30.890.303.027,73.806.806.465,,,30890303027.0,73806806465.0
,,,III. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
31,31,31,"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của cổ đông không kiểm soát",,500.440.000.000,,,,500440000000.0,
33,33,33,2. Tiền thu từ di vay,,978.857.238.733,1.150.909.795.008,,,978857238733.0,1150909795008.0
34,34,34,3. Tiền trả nợ gốc vay,,(877.369.282.329),(2.295.026.970.893),,,-877369282329.0,-2295026970893.0
35,35,35,4. Tiền trả nợ gốc thuê tài chính,,(4.571.808.964),(4.375.059.152),,,-4571808964.0,-4375059152.0
36,36,36,"5. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(8.538.717.414),(7.200.220.724),,,-8538717414.0,-7200220724.0
40,40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,588.817.430.026,(1.155.692.455.761),,,588817430026.0,-1155692455761.0
