row_label_raw,row_label_full,col_0,01/01/2020 > Giá trị,01/01/2020 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,31/12/2020 > Giá trị,31/12/2020 > Số có khả năng trả nợ,numeric__01/01/2020 > Giá trị,numeric__01/01/2020 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2020 > Giá trị,numeric__31/12/2020 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,VND,VND,,,,,,
+ Ngân hàng TMCP Quản đội - Chi nhánh Điện Biên Phù,+ Ngân hàng TMCP Quản đội - Chi nhánh Điện Biên Phù,+ Ngân hàng TMCP Quản đội - Chi nhánh Điện Biên Phù,-,-,15.343.923.060,15.343.923.060,-,-,,,15343923060.0,15343923060.0,,
- Vay cả nhân,- Vay cả nhân,- Vay cả nhân,,,,,,,,,,,,
+ Ông Dương Thành Trung (1),- Vay cả nhân > + Ông Dương Thành Trung (1),+ Ông Dương Thành Trung (1),-,-,49.720.015.400,45.000.784.512,4.719.230.888,4.719.230.888,,,49720015400.0,45000784512.0,4719230888.0,4719230888.0
+ Ông Trần Văn Hải,- Vay cả nhân > + Ông Trần Văn Hải,+ Ông Trần Văn Hải,20.000.000.000,20.000.000.000,10.000.000.000,30.000.000.000,-,-,20000000000.0,20000000000.0,10000000000.0,30000000000.0,,
- Trái phiếu,- Trái phiếu,- Trái phiếu,,,,,,,,,,,,
+ Công ty Cổ phần Chứng khoán Agribank,- Trái phiếu > + Công ty Cổ phần Chứng khoán Agribank,+ Công ty Cổ phần Chứng khoán Agribank,100.000.000.000,100.000.000.000,-,100.000.000.000,-,-,100000000000.0,100000000000.0,,100000000000.0,,
- Nợ dài hạn đến hạn trả,- Trái phiếu > - Nợ dài hạn đến hạn trả,- Nợ dài hạn đến hạn trả,4.300.007.200,4.300.007.200,2.500.000.000,4.300.007.200,2.500.000.000,2.500.000.000,4300007200.0,4300007200.0,2500000000.0,4300007200.0,2500000000.0,2500000000.0
+ Ngân hàng TMCP Việt Nam Thịnh Vượng - Chi nhánh Đắk Lắk (9),- Trái phiếu > + Ngân hàng TMCP Việt Nam Thịnh Vượng - Chi nhánh Đắk Lắk (9),+ Ngân hàng TMCP Việt Nam Thịnh Vượng - Chi nhánh Đắk Lắk (9),2.500.000.000,2.500.000.000,2.500.000.000,2.500.000.000,2.500.000.000,2.500.000.000,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0,2500000000.0
+ Nợ thuê tài chính dài hạn đến hạn trả,- Trái phiếu > + Nợ thuê tài chính dài hạn đến hạn trả,+ Nợ thuê tài chính dài hạn đến hạn trả,1.800.007.200,1.800.007.200,-,1.800.007.200,-,-,1800007200.0,1800007200.0,,1800007200.0,,
,,,511.864.490.109,511.864.490.109,681.357.238.733,876.530.236.492,316.691.492.350,316.691.492.350,511864490109.0,511864490109.0,681357238733.0,876530236492.0,316691492350.0,316691492350.0
b) Vay dài hạn,- Trái phiếu > b) Vay dài hạn,b) Vay dài hạn,20.000.000.000,20.000.000.000,-,2.291.666.674,17.708.333.326,17.708.333.326,20000000000.0,20000000000.0,,2291666674.0,17708333326.0,17708333326.0
+ Ngân hàng TMCP Việt Nam Thịnh Vượng - Chi nhánh Đắk Lắk (9),- Trái phiếu > + Ngân hàng TMCP Việt Nam Thịnh Vượng - Chi nhánh Đắk Lắk (9),+ Ngân hàng TMCP Việt Nam Thịnh Vượng - Chi nhánh Đắk Lắk (9),20.000.000.000,20.000.000.000,-,2.291.666.674,17.708.333.326,17.708.333.326,20000000000.0,20000000000.0,,2291666674.0,17708333326.0,17708333326.0
- Nợ thuê tài chính dài hạn,- Trái phiếu > - Nợ thuê tài chính dài hạn,- Nợ thuê tài chính dài hạn,4.571.808.964,4.571.808.964,-,4.571.808.964,-,-,4571808964.0,4571808964.0,,4571808964.0,,
- Trái phiếu thường (10),- Trái phiếu > - Trái phiếu thường (10),- Trái phiếu thường (10),-,-,300.000.000.000,2.847.386.363,297.152.613.637,297.152.613.637,,,300000000000.0,2847386363.0,297152613637.0,297152613637.0
,,,24.571.808.964,24.571.808.964,300.000.000.000,9.710.862.001,314.860.946.963,314.860.946.963,24571808964.0,24571808964.0,300000000000.0,9710862001.0,314860946963.0,314860946963.0
Khoản đến hạn trả trong vòng 12 tháng,- Trái phiếu > Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,(4.300.007.200),(4.300.007.200),(2.500.000.000),(4.300.007.200),(2.500.000.000),(2.500.000.000),-4300007200.0,-4300007200.0,-2500000000.0,-4300007200.0,-2500000000.0,-2500000000.0
Khoản đến hạn trả sau 12 tháng,- Trái phiếu > Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,20.271.801.764,20.271.801.764,,,312.360.946.963,312.360.946.963,20271801764.0,20271801764.0,,,312360946963.0,312360946963.0
