row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Phân mềm máy tính,Khác,Cộng,numeric__Quyền sử dụng đất,numeric__Phân mềm máy tính,numeric__Khác,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,43.484.939.916,5.148.132.433,697.830.000,49.330.902.349,43484939916.0,5148132433.0,697830000.0,49330902349.0
- Mua trong năm,Nguyên giá > - Mua trong năm,- Mua trong năm,-,41.958.000,-,41.958.000,,41958000.0,,41958000.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,43.484.939.916,5.190.090.433,697.830.000,49.372.860.349,43484939916.0,5190090433.0,697830000.0,49372860349.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,9.836.293.435,3.171.559.520,697.830.000,13.705.682.955,9836293435.0,3171559520.0,697830000.0,13705682955.0
- Khấu hao trong năm,Giá trị hao mòn lũy kế > - Khấu hao trong năm,- Khấu hao trong năm,841.337.172,444.014.213,-,1.285.351.385,841337172.0,444014213.0,,1285351385.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,10.677.630.607,3.615.573.733,697.830.000,14.991.034.340,10677630607.0,3615573733.0,697830000.0,14991034340.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Tại ngày đầu năm,Giá trị còn lại > Tại ngày đầu năm,Tại ngày đầu năm,33.648.646.481,1.976.572.913,-,35.625.219.394,33648646481.0,1976572913.0,,35625219394.0
Tại ngày cuối năm,Giá trị còn lại > Tại ngày cuối năm,Tại ngày cuối năm,32.807.309.309,1.574.516.700,-,34.381.826.009,32807309309.0,1574516700.0,,34381826009.0
