row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2020 > VND,01/01/2020 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2020 > VND,numeric__01/01/2020 > VND
300,300,300,C. NỘ PHẢI TRẢ,,2.201.198.342.100,2.325.589.060.114,,,2201198342100.0,2325589060114.0
310,310,310,I. Nợ ngắn hạn,,1.844.324.895.529,2.266.649.382.339,,,1844324895529.0,2266649382339.0
311,311,311,1. Phải trả người bán ngắn hạn,18,277.065.916.169,323.228.232.199,,18.0,277065916169.0,323228232199.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,19,24.693.537.772,42.372.856.693,,19.0,24693537772.0,42372856693.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,20,17.543.602.631,18.942.350.840,,20.0,17543602631.0,18942350840.0
314,314,314,4. Phải trả người lao động,,16.851.146.160,20.570.311.270,,,16851146160.0,20570311270.0
315,315,315,5. Chỉ phí phải trả ngắn hạn,21,48.191.188.801,9.023.815.013,,21.0,48191188801.0,9023815013.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,22,2.206.406.925,3.651.185.271,,22.0,2206406925.0,3651185271.0
319,319,319,7. Phải trả ngắn hạn khác,23,1.135.165.405.975,1.332.974.914.218,,23.0,1135165405975.0,1332974914218.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,17,316.691.492.350,511.864.490.109,,17.0,316691492350.0,511864490109.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",,5.916.198.746,4.021.226.726,,,5916198746.0,4021226726.0
330,330,330,II. Nợ dài hạn,,356.873.446.571,58.939.677.775,,,356873446571.0,58939677775.0
331,331,331,1. Phải trả người bán dài hạn,18,231.899.250,4.634.716.389,,18.0,231899250.0,4634716389.0
336,336,336,2. Doanh thu chưa thực hiện dài hạn,22,3.573.679.229,2.204.741.004,,22.0,3573679229.0,2204741004.0
337,337,337,3. Phải trả dài hạn khác,23,11.003.404.118,6.756.037.147,,23.0,11003404118.0,6756037147.0
338,338,338,4. Vay và nợ thuê tài chính dài hạn,17,312.360.946.963,20.271.801.764,,17.0,312360946963.0,20271801764.0
341,341,341,5. Thuế thu nhập hoãn lại phải trả,36,29.703.517.011,25.072.381.471,,36.0,29703517011.0,25072381471.0
400,400,400,D. VỐN CHỦ SỐ HỮU,,3.467.698.390.861,2.885.350.864.236,,,3467698390861.0,2885350864236.0
410,410,410,I. Vốn chủ sở hữu,24,3.467.698.390.861,2.885.350.864.236,,24.0,3467698390861.0,2885350864236.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,2.565.045.400.000,2.565.045.400.000,,,2565045400000.0,2565045400000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,2.565.045.400.000,2.565.045.400.000,,,2565045400000.0,2565045400000.0
414,414,414,2. Vốn khác của chủ sở hữu,,32.488.339.483,15.081.857.924,,,32488339483.0,15081857924.0
418,418,418,3. Quỹ đầu tư phát triển,,12.041.450.205,12.056.937.705,,,12041450205.0,12056937705.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,226.036.687.331,96.995.135.190,,,226036687331.0,96995135190.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối đến cuối năm trước,,72.158.392.548,16.964.058.900,,,72158392548.0,16964058900.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,153.878.294.783,80.031.076.290,,,153878294783.0,80031076290.0
429,429,429,5. Lợi ích cổ đông không kiểm soát,,632.086.513.842,196.171.533.417,,,632086513842.0,196171533417.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,5.668.896.732.961,5.210.939.924.350,,,5668896732961.0,5210939924350.0
