row_label_raw,row_label_full,col_0,col_1,31/12/2020 > Giá gốc,31/12/2020 > Giá trị có thể thu hồi,01/01/2020 > Giá gốc,01/01/2020 > Giá trị có thể thu hồi,numeric__col_1,numeric__31/12/2020 > Giá gốc,numeric__31/12/2020 > Giá trị có thể thu hồi,numeric__01/01/2020 > Giá gốc,numeric__01/01/2020 > Giá trị có thể thu hồi
,,,,VND,VND,VND,VND,,,,,
-,-,-,Dự án Chung cư Samland Riverside (1),120.297.906.155,120.297.906.155,-,-,,120297906155.0,120297906155.0,,
-,-,-,"Dự án Khu dân cư tại xã Long Tân và xã Phú Hội, huyện Nhơn Trạch (2)",354.874.780.374,354.874.780.374,-,-,,354874780374.0,354874780374.0,,
,,,,475.172.686.529,475.172.686.529,-,-,,475172686529.0,475172686529.0,,
