row_label_raw,row_label_full,Màsố,TÀI SẢN,Thuyếtminh,31/12/2020,01/01/2020,numeric__TÀI SẢN,numeric__Thuyếtminh,numeric__31/12/2020,numeric__01/01/2020
Màsố,Màsố,Màsố,TÀI SẢN,Thuyếtminh,VND,VND,,,,
220,Màsố > 220,220,II. Tài sản cố định,,737.222.300.885,774.477.133.162,,,737222300885.0,774477133162.0
221,Màsố > 221,221,1. Tài sản cố định hữu hình,12,702.840.474.876,729.077.515.512,,12.0,702840474876.0,729077515512.0
222,Màsố > 222,222,- Nguyên giá,,1.280.701.673.317,1.257.071.563.201,,,1280701673317.0,1257071563201.0
223,Màsố > 223,223,- Giá trị hao mòn luỹ kế,,(577.861.198.441),(527.994.047.689),,,-577861198441.0,-527994047689.0
224,Màsố > 224,224,2. Tài sản cố định thuê tài chính,13,-,9.774.398.256,,13.0,,9774398256.0
225,Màsố > 225,225,- Nguyên giá,,-,11.028.097.716,,,,11028097716.0
226,Màsố > 226,226,- Giá trị hao mòn luỹ kế,,-,(1.253.699.460),,,,-1253699460.0
227,Màsố > 227,227,3. Tài sản cố định vô hình,14,34.381.826.009,35.625.219.394,,14.0,34381826009.0,35625219394.0
228,Màsố > 228,228,- Nguyên giá,,49.372.860.349,49.330.902.349,,,49372860349.0,49330902349.0
229,Màsố > 229,229,- Giá trị hao mòn luỹ kế,,(14.991.034.340),(13.705.682.955),,,-14991034340.0,-13705682955.0
230,Màsố > 230,230,III. Bất động sản đầu tư,15,147.290.077.076,152.774.034.428,,15.0,147290077076.0,152774034428.0
231,Màsố > 231,231,- Nguyên giá,,193.870.768.996,193.870.768.996,,,193870768996.0,193870768996.0
232,Màsố > 232,232,- Giá trị hao mòn luỹ kế,,(46.580.691.920),(41.096.734.568),,,-46580691920.0,-41096734568.0
240,Màsố > 240,240,III. Tài sản dở dang dài hạn,11,754.373.304.394,174.714.575.175,,11.0,754373304394.0,174714575175.0
241,Màsố > 241,241,"1. Chỉ phí sản xuất, kinh doanh dở dang dài hạn",,475.172.686.529,-,,,475172686529.0,
242,Màsố > 242,242,2. Chỉ phí xây dựng cơ bản dở dang,,279.200.617.865,174.714.575.175,,,279200617865.0,174714575175.0
250,Màsố > 250,250,IV. Các khoản đầu tư tài chính dài hạn,4,1.533.350.802.778,1.217.119.306.125,,4.0,1533350802778.0,1217119306125.0
252,Màsố > 252,252,"1. Đầu tư vào công ty liên doanh, liên kết",,750.581.502.778,738.119.306.125,,,750581502778.0,738119306125.0
253,Màsố > 253,253,2. Đầu tư góp vốn vào đơn vị khác,,786.669.300.000,482.900.000.000,,,786669300000.0,482900000000.0
254,Màsố > 254,254,3. Dự phòng giảm giá đầu tư tài chính dài hạn,,(13.500.000.000),(13.500.000.000),,,-13500000000.0,-13500000000.0
255,Màsố > 255,255,4. Đầu tư nằm giữ đến ngày đáo hạn,,9.600.000.000,9.600.000.000,,,9600000000.0,9600000000.0
260,Màsố > 260,260,V. Tài sản dài hạn khác,,21.765.597.202,27.248.081.523,,,21765597202.0,27248081523.0
261,Màsố > 261,261,1. Chỉ phí trả trước dài hạn,16,21.765.597.202,27.248.081.523,,16.0,21765597202.0,27248081523.0
270,Màsố > 270,270,TỔNG CỘNG TÀI SẢN,,5.668.896.732.961,5.210.939.924.350,,,5668896732961.0,5210939924350.0
