row_label_raw,row_label_full,col_0,col_1,31/12/2020 > Giá trịVND,31/12/2020 > Dự phòngVND,01/01/2020 > Giá trịVND,01/01/2020 > Dự phòngVND,numeric__col_1,numeric__31/12/2020 > Giá trịVND,numeric__31/12/2020 > Dự phòngVND,numeric__01/01/2020 > Giá trịVND,numeric__01/01/2020 > Dự phòngVND
a),a),a),Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,,
,,,- Phải thu về BHYT,3.583.054,-,-,-,,3583054.0,,,
,,,"- Ký quỹ, ký cược",5.448.327.367,-,20.072.070.000,-,,5448327367.0,,20072070000.0,
,,,- Tạm ứng,17.899.046.011,-,8.536.881.405,-,,17899046011.0,,8536881405.0,
,,,"- Phải thu lãi tiền gửi, lãi cho vay",3.156.360.102,-,7.862.319.308,-,,3156360102.0,,7862319308.0,
,,,"- Phải thu vốn góp, lãi từ các hợp đồng hợp tác đầu tư",529.145.033.400,-,358.421.979.197,-,,529145033400.0,,358421979197.0,
,,,- Phải thu từ chuyển nhượng vốn,-,-,105.780.149.500,-,,,,105780149500.0,
,,,- Phải thu Công ty Cổ phần Xây dựng Đầu tư và Phát triển Lĩnh Phong - C.O.N.L.C,-,-,23.038.194.444,-,,,,23038194444.0,
,,,- Tạm ứng cho Trung tâm Phát triển Quỹ đất Nhom Trạch (1),300.846.570.000,-,-,-,,300846570000.0,,,
,,,"- Tiến đến bù, giải phóng một bằng chờ cần trừ tiền thuê đất (2)",2.586.563.944,-,2.586.563.386,-,,2586563944.0,,2586563386.0,
,,,- Phải thu khác,9.286.760.697,-,35.833.835.397,-,,9286760697.0,,35833835397.0,
,,,,868.372.244.575,-,562.131.992.837,-,,868372244575.0,,562131992837.0,
b),b),b),Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,,,,
,,,"- Tiền đèn bù, giải phóng một bằng chờ cần trừ tiền thuê đất (2)",17.340.917.391,-,19.539.497.101,-,,17340917391.0,,19539497101.0,
,,,"- Ký cược, ký quỹ (3)",4.279.500.000,-,4.598.478.880,-,,4279500000.0,,4598478880.0,
,,,- Vốn góp hợp đồng hợp tác đầu tư,1.250.000.000,-,1.250.000.000,-,,1250000000.0,,1250000000.0,
,,,- Phải thu khác,276.978.880,-,-,-,,276978880.0,,,
,,,,23.147.396.271,-,25.387.975.981,-,,23147396271.0,,25387975981.0,
c),b) > c),c),Trong đó: Phải thu khác là các bên liên quan,93.320.512.808,-,21.895.292.808,-,,93320512808.0,,21895292808.0,
