row_label_raw,row_label_full,col_0,Giá trị số kế toán > 31/12/2020,Giá trị số kế toán > 01/01/2020,numeric__Giá trị số kế toán > 31/12/2020,numeric__Giá trị số kế toán > 01/01/2020
,,,VND,VND,,
Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,,,,
Vay và nợ,Nợ phải trả tài chính > Vay và nợ,Vay và nợ,629.052.439.313,532.136.291.873,629052439313.0,532136291873.0
"Phải trả người bán, phải trả khác","Nợ phải trả tài chính > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",1.423.466.625.512,1.667.593.899.953,1423466625512.0,1667593899953.0
Chỉ phí phải trả,Nợ phải trả tài chính > Chỉ phí phải trả,Chỉ phí phải trả,48.191.188.801,9.023.815.013,48191188801.0,9023815013.0
,,,2.100.710.253.626,2.208.754.006.839,2100710253626.0,2208754006839.0
