row_label_raw,row_label_full,col_0,Nam 2020,Nam 2019,numeric__Nam 2020,numeric__Nam 2019
,,,VND,VND,,
Các khoản phạt,Các khoản phạt,Các khoản phạt,801.579.676,2.508.423.626,801579676.0,2508423626.0
Giá trị còn lại của tài sản thanh lý,Giá trị còn lại của tài sản thanh lý,Giá trị còn lại của tài sản thanh lý,230.462.210,-,230462210.0,
Chi phí khác,Chi phí khác,Chi phí khác,128.374.377,2.706.378.343,128374377.0,2706378343.0
,,,1.160.416.263,5.214.801.969,1160416263.0,5214801969.0
