row_label_raw,row_label_full,col_0,col_1,31/12/2020,01/01/2020,numeric__col_1,numeric__31/12/2020,numeric__01/01/2020
,,,,VND,VND,,,
a),a),a),Ngân hạn,,,,,
a),a) > a),a),"Chi phí sửa chữa, báo trị TSCD",496.789.289,-,,496789289.0,
a),a) > a),a),Công cụ dụng cụ xuất dùng,3.778.719.074,3.131.462.541,,3778719074.0,3131462541.0
a),a) > a),a),Các khoản khác,1.268.896.255,3.534.002.061,,1268896255.0,3534002061.0
a),a) > a),a),,5.544.404.618,6.665.464.602,,5544404618.0,6665464602.0
b),b),b),Dài hạn,,,,,
b),b) > b),b),"Hoa hồng môi giới, chi phí bán hàng",11.444.075.918,12.087.969.958,,11444075918.0,12087969958.0
b),b) > b),b),Chi phí thuê đất,1.216.814.962,1.840.186.028,,1216814962.0,1840186028.0
b),b) > b),b),Công cụ dụng cụ xuất dùng,5.081.659.209,8.888.595.357,,5081659209.0,8888595357.0
b),b) > b),b),Các khoản khác,4.023.047.113,4.431.330.180,,4023047113.0,4431330180.0
,,,,21.765.597.202,27.248.081.523,,21765597202.0,27248081523.0
