row_label_raw,row_label_full,col_0,col_1,Năm 2020,Năm 2019,numeric__col_1,numeric__Năm 2020,numeric__Năm 2019
,,,,VND,VND,,,
Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,,,
-,Vốn đầu tư của chủ sở hữu > -,-,Vốn góp đầu năm,2.565.045.400.000,2.490.362.630.000,,2565045400000.0,2490362630000.0
-,Vốn đầu tư của chủ sở hữu > -,-,Vốn góp tăng trong năm,-,74.682.770.000,,,74682770000.0
-,Vốn đầu tư của chủ sở hữu > -,-,Vốn góp cuối năm,2.565.045.400.000,2.565.045.400.000,,2565045400000.0,2565045400000.0
"Cổ tức, lợi nhuận đã chia:","Cổ tức, lợi nhuận đã chia:","Cổ tức, lợi nhuận đã chia:","Cổ tức, lợi nhuận đã chia:","Cổ tức, lợi nhuận đã chia:","Cổ tức, lợi nhuận đã chia:",,,
-,"Cổ tức, lợi nhuận đã chia: > -",-,"Cổ tức, lợi nhuận phải trả đầu năm",3.209.531.029,3.209.531.029,,3209531029.0,3209531029.0
-,"Cổ tức, lợi nhuận đã chia: > -",-,"Cổ tức, lợi nhuận phải trả trong năm",7.418.369.294,7.200.220.724,,7418369294.0,7200220724.0
+,"Cổ tức, lợi nhuận đã chia: > +",+,"Cổ tức, lợi nhuận chia trên lợi nhuận năm trước",7.418.369.294,7.200.220.724,,7418369294.0,7200220724.0
-,"Cổ tức, lợi nhuận đã chia: > -",-,"Cổ tức, lợi nhuận đã chi trả bằng tiền",8.538.717.414,7.200.220.724,,8538717414.0,7200220724.0
+,"Cổ tức, lợi nhuận đã chia: > +",+,"Cổ tức, lợi nhuận chia trên lợi nhuận năm trước",8.538.717.414,7.200.220.724,,8538717414.0,7200220724.0
-,"Cổ tức, lợi nhuận đã chia: > -",-,"Cổ tức, lợi nhuận còn phải trả cuối năm",2.089.182.909,3.209.531.029,,2089182909.0,3209531029.0
