row_label_raw,row_label_full,col_0,col_1,31/12/2020 > Giá trị,31/12/2020 > Số có khá năng trả nợ,01/01/2020 > Giá trị,01/01/2020 > Số có khá năng trả nợ,numeric__col_1,numeric__31/12/2020 > Giá trị,numeric__31/12/2020 > Số có khá năng trả nợ,numeric__01/01/2020 > Giá trị,numeric__01/01/2020 > Số có khá năng trả nợ
,,,,VND,VND,VND,VND,,,,,
a),a),a),Phải trả người bán chỉ tiết theo nhà cung cấp cổ số dư lớn,Phải trả người bán chỉ tiết theo nhà cung cấp cổ số dư lớn,Phải trả người bán chỉ tiết theo nhà cung cấp cổ số dư lớn,Phải trả người bán chỉ tiết theo nhà cung cấp cổ số dư lớn,Phải trả người bán chỉ tiết theo nhà cung cấp cổ số dư lớn,,,,,
a),a) > a),a),- STX Corporation,-,-,85.176.080.010,85.176.080.010,,,,85176080010.0,85176080010.0
a),a) > a),a),- IMR Metallurgical Resources AG,-,-,78.229.220.256,78.229.220.256,,,,78229220256.0,78229220256.0
a),a) > a),a),- Pine Energy Pte. Ltd,-,-,41.977.812.600,41.977.812.600,,,,41977812600.0,41977812600.0
a),a) > a),a),"- Mitsui & Co., Ltd",5.087.162.148,5.087.162.148,40.291.866.450,40.291.866.450,,5087162148.0,5087162148.0,40291866450.0,40291866450.0
a),a) > a),a),"- Sei Thai Electric Conductor Co.,Ltd",37.323.140.869,37.323.140.869,-,-,,37323140869.0,37323140869.0,,
a),a) > a),a),"- Corning Incorpotaed, NY, USA",13.376.085.559,13.376.085.559,-,-,,13376085559.0,13376085559.0,,
a),a) > a),a),- Công ty TNHH MTV Thông tin M3,69.117.184.400,69.117.184.400,19.521.269.400,19.521.269.400,,69117184400.0,69117184400.0,19521269400.0,19521269400.0
a),a) > a),a),- Phải trả các đối tượng khác,152.394.242.443,152.394.242.443,62.666.699.872,62.666.699.872,,152394242443.0,152394242443.0,62666699872.0,62666699872.0
a),a) > a),a),,277.297.815.419,277.297.815.419,327.862.948.588,327.862.948.588,,277297815419.0,277297815419.0,327862948588.0,327862948588.0
b),b),b),Phải trả người bán chỉ tiết theo kỳ hạn thanh toán,Phải trả người bán chỉ tiết theo kỳ hạn thanh toán,Phải trả người bán chỉ tiết theo kỳ hạn thanh toán,Phải trả người bán chỉ tiết theo kỳ hạn thanh toán,Phải trả người bán chỉ tiết theo kỳ hạn thanh toán,,,,,
b),b) > b),b),- Phải trả người bán ngắn hạn,277.065.916.169,277.065.916.169,323.228.232.199,323.228.232.199,,277065916169.0,277065916169.0,323228232199.0,323228232199.0
b),b) > b),b),- Phải trả người bán dài hạn,231.899.250,231.899.250,4.634.716.389,4.634.716.389,,231899250.0,231899250.0,4634716389.0,4634716389.0
b),b) > b),b),,277.297.815.419,277.297.815.419,327.862.948.588,327.862.948.588,,277297815419.0,277297815419.0,327862948588.0,327862948588.0
