row_label_raw,row_label_full,col_0,Số đầu năm,Chi phí phát sinh trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Chi phí phát sinh trong năm,numeric__Số cuối năm
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,-,32.134.304.217,32.134.304.217,,32134304217.0,32134304217.0
- Công trình hệ thống chiếu sáng Quốc lộ 13,- Công trình hệ thống chiếu sáng Quốc lộ 13,- Công trình hệ thống chiếu sáng Quốc lộ 13,-,2.277.876.050,2.277.876.050,,2277876050.0,2277876050.0
- Công trình hệ thống thu phi Suối Giữa - Vĩnh Phú,- Công trình hệ thống thu phi Suối Giữa - Vĩnh Phú,- Công trình hệ thống thu phi Suối Giữa - Vĩnh Phú,-,8.070.845.877,8.070.845.877,,8070845877.0,8070845877.0
- Công trình cải tạo Quốc lộ 13,- Công trình cải tạo Quốc lộ 13,- Công trình cải tạo Quốc lộ 13,-,21.785.582.290,21.785.582.290,,21785582290.0,21785582290.0
Cộng,Cộng,Cộng,-,32.134.304.217,32.134.304.217,,32134304217.0,32134304217.0
