row_label_raw,row_label_full,Tên Công ty,Địa chỉ trụ sở chính,Hoạt động kinh doanh chính,Tỷ lệ vốn góp,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,numeric__Địa chỉ trụ sở chính,numeric__Hoạt động kinh doanh chính,numeric__Tỷ lệ vốn góp,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết
Công ty TNHH MTVKhách sạn Becamex,Công ty TNHH MTVKhách sạn Becamex,Công ty TNHH MTVKhách sạn Becamex,"Becamex Hotel, 230 Đại Lộ Bình Dương, TP. Thủ Dầu Một, tỉnh Bình Dương","Kinh doanh nhà hàng và các dịch vụ ăn uống, tổ chức sự kiện, các dịch vụ khách sạn, đại lý vé máy bay, tàu hoả",100%,100%,100%,,,1.0,1.0,1.0
Công ty TNHH MTVThương mại Becamex,Công ty TNHH MTVThương mại Becamex,Công ty TNHH MTVThương mại Becamex,"Becamex Tower, 230 Đại Lộ Bình Dương, TP. Thủ Dầu Một, tỉnh Bình Dương","Kinh doanh hoạt động trung tâm thương mại, du lịch, vận tải hành khách, đại lý vé máy bay, tàu hoả",100%,100%,100%,,,1.0,1.0,1.0
