row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C- NỘ PHẢI TRẢ,C- NỘ PHẢI TRẢ,C- NỘ PHẢI TRẢ,C- NỘ PHẢI TRẢ,300,,6.136.016.506.221,4.341.610.175.242,,300.0,,6136016506221.0,4341610175242.0
I.,I.,I.,Nợ ngắn hạn,310,,3.503.022.101.462,2.253.381.043.373,,310.0,,3503022101462.0,2253381043373.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.14a,2.166.528.556.349,1.084.809.005.286,,311.0,,2166528556349.0,1084809005286.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,V.15,7.598.940.478,8.269.691.682,,312.0,,7598940478.0,8269691682.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.16,9.512.717.157,7.380.780.594,,313.0,,9512717157.0,7380780594.0
4.,4.,4.,Phải trả người lao động,314,V.17,1.652.850.072,1.980.094.972,,314.0,,1652850072.0,1980094972.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.18a,292.325.468.474,272.043.214.201,,315.0,,292325468474.0,272043214201.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,,-,-,,318.0,,,
9.,9.,9.,Phải trả ngắn hạn khác,319,V.19a,574.058.927.840,511.480.841.244,,319.0,,574058927840.0,511480841244.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.20a,451.344.641.092,365.837.118.335,,320.0,,451344641092.0,365837118335.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,-,,321.0,,,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,V.21,-,1.580.297.059,,322.0,,,1580297059.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,2.632.994.404.759,2.088.229.131.869,,330.0,,2632994404759.0,2088229131869.0
1.,1.,1.,Phải trả người bán dài hạn,331,V.14b,1.270.092.505.000,403.982.110.500,,331.0,,1270092505000.0,403982110500.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chi phí phải trả dài hạn,333,V.18b,-,181.223.668.189,,333.0,,,181223668189.0
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,V.22,8.117.899.759,8.418.353.180,,336.0,,8117899759.0,8418353180.0
7.,7.,7.,Phải trả dài hạn khác,337,V.19b,284.000.000,355.000.000,,337.0,,284000000.0,355000000.0
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.20b,1.354.500.000.000,1.494.250.000.000,,338.0,,1354500000000.0,1494250000000.0
9.,9.,9.,Trải phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Có phiếu ưu đãi,340,,-,,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,,-,,,341.0,,,
12.,12.,12.,Dự phòng phải trả dài hạn,342,,-,,,342.0,,,
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,-,,,343.0,,,
