row_label_raw,row_label_full,col_0,Thuế suất,31/12/2022VND,01/01/2022VND,numeric__Thuế suất,numeric__31/12/2022VND,numeric__01/01/2022VND
Tài sản thuế thu nhập hoãn lại+ Tài sản cố định hữu hình+ Lợi nhuận chưa thực hiện,Tài sản thuế thu nhập hoãn lại+ Tài sản cố định hữu hình+ Lợi nhuận chưa thực hiện,Tài sản thuế thu nhập hoãn lại+ Tài sản cố định hữu hình+ Lợi nhuận chưa thực hiện,20%,196.996.082,415.892.317,0.2,196996082.0,415892317.0
Tài sản thuế thu nhập hoãn lại+ Tài sản cố định hữu hình+ Lợi nhuận chưa thực hiện,Tài sản thuế thu nhập hoãn lại+ Tài sản cố định hữu hình+ Lợi nhuận chưa thực hiện,Tài sản thuế thu nhập hoãn lại+ Tài sản cố định hữu hình+ Lợi nhuận chưa thực hiện,20%,-,-,0.2,,
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,,196.996.082,415.892.317,,196996082.0,415892317.0
b. Thuế thu nhập hoãn lại phải trả,b. Thuế thu nhập hoãn lại phải trả,b. Thuế thu nhập hoãn lại phải trả,b. Thuế thu nhập hoãn lại phải trả,b. Thuế thu nhập hoãn lại phải trả,b. Thuế thu nhập hoãn lại phải trả,,,
,,,Thuế suất,31/12/2022VND,01/01/2022VND,,,
Thuế thu nhập hoãn lại phải trả+ Dự phòng đầu tư tài chính+ Dự phòng phải thu khó đòi,b. Thuế thu nhập hoãn lại phải trả > Thuế thu nhập hoãn lại phải trả+ Dự phòng đầu tư tài chính+ Dự phòng phải thu khó đòi,Thuế thu nhập hoãn lại phải trả+ Dự phòng đầu tư tài chính+ Dự phòng phải thu khó đòi,20%,77.322.984.035,76.244.644.311,0.2,77322984035.0,76244644311.0
Thuế thu nhập hoãn lại phải trả+ Dự phòng đầu tư tài chính+ Dự phòng phải thu khó đòi,b. Thuế thu nhập hoãn lại phải trả > Thuế thu nhập hoãn lại phải trả+ Dự phòng đầu tư tài chính+ Dự phòng phải thu khó đòi,Thuế thu nhập hoãn lại phải trả+ Dự phòng đầu tư tài chính+ Dự phòng phải thu khó đòi,20%,28.830.439.879,28.034.822.400,0.2,28830439879.0,28034822400.0
Thuế thu nhập hoãn lại phải trả,b. Thuế thu nhập hoãn lại phải trả > Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,,106.153.423.914,104.279.466.711,,106153423914.0,104279466711.0
