row_label_raw,row_label_full,col_0,Năm 2022VND,Năm 2021VND,numeric__Năm 2022VND,numeric__Năm 2021VND
Thu nhập từ bồi thường di đời cơ sở,Thu nhập từ bồi thường di đời cơ sở,Thu nhập từ bồi thường di đời cơ sở,-,2.283.031.000,,2283031000.0
Thu từ thanh lý tài sản cố định,Thu từ thanh lý tài sản cố định,Thu từ thanh lý tài sản cố định,8.280.766.707,4.980.572.163,8280766707.0,4980572163.0
Thu tiền bồi thường tổn thất hàng hóa,Thu tiền bồi thường tổn thất hàng hóa,Thu tiền bồi thường tổn thất hàng hóa,25.200.647,143.237.539,25200647.0,143237539.0
"Thu nhập từ thanh lý bao phế thải, phế liệu, CCDC","Thu nhập từ thanh lý bao phế thải, phế liệu, CCDC","Thu nhập từ thanh lý bao phế thải, phế liệu, CCDC",2.483.726.556,-,2483726556.0,
Thu nhập từ phát mãi tài sản cố định để thanh toán khoản vay,Thu nhập từ phát mãi tài sản cố định để thanh toán khoản vay,Thu nhập từ phát mãi tài sản cố định để thanh toán khoản vay,-,30.904.588.200,,30904588200.0
Khách hàng bồi thường do hủy hợp đồng,Khách hàng bồi thường do hủy hợp đồng,Khách hàng bồi thường do hủy hợp đồng,6.562.705.128,-,6562705128.0,
Thu nhập từ tiền thường đạt doanh số,Thu nhập từ tiền thường đạt doanh số,Thu nhập từ tiền thường đạt doanh số,5.632.535.611,10.073.216.375,5632535611.0,10073216375.0
Thu nhập do nhập hỗ trợ từ nhà cung cấp,Thu nhập do nhập hỗ trợ từ nhà cung cấp,Thu nhập do nhập hỗ trợ từ nhà cung cấp,-,9.592.757.448,,9592757448.0
Thu nhập từ xử lý tài sản thừa khi kiểm kê,Thu nhập từ xử lý tài sản thừa khi kiểm kê,Thu nhập từ xử lý tài sản thừa khi kiểm kê,561.236.788,1.254.733.011,561236788.0,1254733011.0
Cho thuê mặt bằng,Cho thuê mặt bằng,Cho thuê mặt bằng,4.281.078.464,-,4281078464.0,
Xử lý công nợ,Xử lý công nợ,Xử lý công nợ,1.123.121.953,-,1123121953.0,
Các khoản khác,Các khoản khác,Các khoản khác,13.646.312.813,29.765.511.647,13646312813.0,29765511647.0
Tổng,Tổng,Tổng,42.596.684.667,88.997.647.383,42596684667.0,88997647383.0
Chi hộ Vinamilk chương trình giảm giá 5%,Chi hộ Vinamilk chương trình giảm giá 5%,Chi hộ Vinamilk chương trình giảm giá 5%,,,,
"Giá trị còn lại, chi phí thanh lý","Chi hộ Vinamilk chương trình giảm giá 5% > Giá trị còn lại, chi phí thanh lý","Giá trị còn lại, chi phí thanh lý",1.357.231.183,5.684.254.214,1357231183.0,5684254214.0
Chi phí khấu hao tài sản ngưng hoạt động,Chi hộ Vinamilk chương trình giảm giá 5% > Chi phí khấu hao tài sản ngưng hoạt động,Chi phí khấu hao tài sản ngưng hoạt động,921.786.424,45.677.597.928,921786424.0,45677597928.0
Chi phí giải phóng tàu chậm và phạt hợp đồng,Chi hộ Vinamilk chương trình giảm giá 5% > Chi phí giải phóng tàu chậm và phạt hợp đồng,Chi phí giải phóng tàu chậm và phạt hợp đồng,416.366.751,2.795.926.485,416366751.0,2795926485.0
Chi phí thuê đất Tân Kim,Chi hộ Vinamilk chương trình giảm giá 5% > Chi phí thuê đất Tân Kim,Chi phí thuê đất Tân Kim,1.378.647.504,-,1378647504.0,
Phạt an toàn lao động,Chi hộ Vinamilk chương trình giảm giá 5% > Phạt an toàn lao động,Phạt an toàn lao động,898.531.631,-,898531631.0,
Phạt vi phạm hợp đồng,Chi hộ Vinamilk chương trình giảm giá 5% > Phạt vi phạm hợp đồng,Phạt vi phạm hợp đồng,11.275.084.110,-,11275084110.0,
Chi phí khác,Chi hộ Vinamilk chương trình giảm giá 5% > Chi phí khác,Chi phí khác,4.102.545.348,10.759.549.648,4102545348.0,10759549648.0
Tổng,Chi hộ Vinamilk chương trình giảm giá 5% > Tổng,Tổng,20.350.192.951,64.917.328.275,20350192951.0,64917328275.0
Lợi nhuận khác,Chi hộ Vinamilk chương trình giảm giá 5% > Lợi nhuận khác,Lợi nhuận khác,22.246.491.716,24.080.319.108,22246491716.0,24080319108.0
