row_label_raw,row_label_full,col_0,NGUỒN VỐN,MS,TM,31/12/2022VND,01/01/2022VND,numeric__NGUỒN VỐN,numeric__MS,numeric__TM,numeric__31/12/2022VND,numeric__01/01/2022VND
C-,C-,C-,NỘ PHẢI TRẢ (300=310+330),300,,6.072.965.949.994,4.030.792.146.874,,300.0,,6072965949994.0,4030792146874.0
I.,I.,I.,Nợ ngắn hạn,310,,4.700.779.490.962,2.716.602.207.646,,310.0,,4700779490962.0,2716602207646.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,5.18,1.613.337.402.957,211.176.918.546,,311.0,518.0,1613337402957.0,211176918546.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,5.19,121.259.196.631,205.682.240.628,,312.0,519.0,121259196631.0,205682240628.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,5.20,24.857.217.777,9.400.370.311,,313.0,520.0,24857217777.0,9400370311.0
4.,4.,4.,Phải trả người lao động,314,,75.324.903.645,70.928.141.207,,314.0,,75324903645.0,70928141207.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,5.21,64.539.765.985,76.624.074.643,,315.0,521.0,64539765985.0,76624074643.0
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,5.22,13.429.248.348,14.222.656.840,,318.0,522.0,13429248348.0,14222656840.0
9.,9.,9.,Phải trả ngắn hạn khác,319,5.23,210.849.564.315,206.779.345.165,,319.0,523.0,210849564315.0,206779345165.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,5.24,2.553.095.604.838,1.898.726.543.727,,320.0,524.0,2553095604838.0,1898726543727.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,1.357.193.092,-,,321.0,,1357193092.0,
12.,12.,12.,Quỹ khen thưởng phúc lợi,322,,22.729.393.374,23.061.916.579,,322.0,,22729393374.0,23061916579.0
II.,II.,II.,Nợ dài hạn,330,,1.372.186.459.032,1.314.189.939.228,,330.0,,1372186459032.0,1314189939228.0
3.,3.,3.,Chi phí phải trả dài hạn,333,,-,340.000.000,,333.0,,,340000000.0
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,5.22,40.469.253.318,7.376.575.818,,336.0,522.0,40469253318.0,7376575818.0
7.,7.,7.,Phải trả dài hạn khác,337,5.23,1.218.348.239.859,1.195.974.296.699,,337.0,523.0,1218348239859.0,1195974296699.0
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,5.24,7.215.541.941,6.219.600.000,,338.0,524.0,7215541941.0,6219600000.0
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,5.16,106.153.423.914,104.279.466.711,,341.0,516.0,106153423914.0,104279466711.0
D-,D-,D-,VỐN CHỦ SỞ HỮU(400 = 410),400,,2.454.093.386.452,2.494.868.143.518,,400.0,,2454093386452.0,2494868143518.0
I-,I-,I-,Vốn chủ sở hữu,410,5.25,2.454.093.386.452,2.494.868.143.518,,410.0,525.0,2454093386452.0,2494868143518.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,5.000.000.000.000,5.000.000.000.000,,411.0,,5000000000000.0,5000000000000.0
,,,Cổ phiếu phổ thông có quyềnbiểu quyết,411a,,5.000.000.000.000,5.000.000.000.000,,,,5000000000000.0,5000000000000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,2.890.194.878,2.890.194.878,,412.0,,2890194878.0,2890194878.0
3.,3.,3.,Vốn khác của chủ sở hữu,414,,22.113.132.999,11.899.212.999,,414.0,,22113132999.0,11899212999.0
5.,5.,5.,Chênh lệch đánh giá tài sản,416,,(214.860.939.288),(215.070.235.809),,416.0,,-214860939288.0,-215070235809.0
7.,7.,7.,Quỹ đầu tư phát triển,418,,31.735.363.556,87.656.357.519,,418.0,,31735363556.0,87656357519.0
9.,9.,9.,Quỹ khác thuộc vốn chủ sở hữu,420,,231.825.797.290,231.825.797.290,,420.0,,231825797290.0,231825797290.0
10.,10.,10.,Lỗ lũy kế,421,,(2.785.957.282.289),(2.806.911.034.195),,421.0,,-2785957282289.0,-2806911034195.0
,,,LNST chưa phân phối lũy kế đếncuối kỳ trước,421a,,(2.776.733.140.471),(2.458.015.238.854),,,,-2776733140471.0,-2458015238854.0
,,,LNST chưa phân phối kỳ này,421b,,(9.224.141.818),(348.895.795.341),,,,-9224141818.0,-348895795341.0
13,13,13,Lợi ích cổ đông không kiểm soát,429,,166.347.119.306,182.577.850.836,,429.0,,166347119306.0,182577850836.0
TỔNG CỘNG NGUỒN VỐN (440 = 300+400),TỔNG CỘNG NGUỒN VỐN (440 = 300+400),TỔNG CỘNG NGUỒN VỐN (440 = 300+400),TỔNG CỘNG NGUỒN VỐN (440 = 300+400),440,,8.527.059.336.446,6.525.660.290.392,,440.0,,8527059336446.0,6525660290392.0
