row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,MS,TM,Năm 2022VND,Năm 2021VND,numeric__CHỈ TIÊU_1,numeric__MS,numeric__TM,numeric__Năm 2022VND,numeric__Năm 2021VND
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,6.1,17.319.198.676.955,16.564.959.486.680,,1.0,61.0,17319198676955.0,16564959486680.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,6.1,15.681.795.648,24.376.772.658,,2.0,61.0,15681795648.0,24376772658.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01-02),10,6.1,17.303.516.881.307,16.540.582.714.022,,10.0,61.0,17303516881307.0,16540582714022.0
4.,4.,4.,Giá vốn hàng bán,11,6.2,15.791.471.673.203,15.594.218.998.619,,11.0,62.0,15791471673203.0,15594218998619.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10-11),20,,1.512.045.208.104,946.363.715.403,,20.0,,1512045208104.0,946363715403.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,6.3,184.910.215.753,82.854.762.757,,21.0,63.0,184910215753.0,82854762757.0
7.,7.,7.,Chi phí tài chính,22,6.4,294.399.569.417,163.512.757.735,,22.0,64.0,294399569417.0,163512757735.0
,,,Trong đó: Chi phí lãi vay,23,,128.535.434.290,117.195.331.878,,23.0,,128535434290.0,117195331878.0
8.,8.,8.,"Phần lãi (lỗ) trong Công ty liên kết, liên doanh",24,,4.893.129.661,2.041.012.745,,24.0,,4893129661.0,2041012745.0
9.,9.,9.,Chi phí bán hàng,25,6.5,979.805.792.230,817.169.449.067,,25.0,65.0,979805792230.0,817169449067.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,6.5,402.283.759.572,373.193.539.168,,26.0,65.0,402283759572.0,373193539168.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20+(21-22)+24-(25+26)},30,,25.359.432.299,(322.616.255.065),,30.0,,25359432299.0,-322616255065.0
12.,12.,12.,Thu nhập khác,31,6.6,42.596.684.667,88.997.647.383,,31.0,66.0,42596684667.0,88997647383.0
13.,13.,13.,Chi phí khác,32,6.6,20.350.192.951,64.917.328.275,,32.0,66.0,20350192951.0,64917328275.0
14.,14.,14.,Lợi nhuận khác (40 = 31-32),40,6.6,22.246.491.716,24.080.319.108,,40.0,66.0,22246491716.0,24080319108.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế (50 = 30+40+45),50,,47.605.924.015,(298.535.935.957),,50.0,,47605924015.0,-298535935957.0
16.,16.,16.,Chi phí thuế TNDN hiện hành,51,6.7,24.404.658.193,21.091.656.713,,51.0,67.0,24404658193.0,21091656713.0
17.,17.,17.,Chi phí thuế TNDN hoãn lại,52,,2.092.853.438,4.635.585.532,,52.0,,2092853438.0,4635585532.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50-51-52),60,,21.108.412.384,(324.263.178.202),,60.0,,21108412384.0,-324263178202.0
19.,19.,19.,Lợi nhuận sau thuế của cổ đông của Công ty mẹ,61,,(9.224.141.818),(348.895.795.341),,61.0,,-9224141818.0,-348895795341.0
20.,20.,20.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,30.332.554.202,24.632.617.139,,62.0,,30332554202.0,24632617139.0
21.,21.,21.,Lãi cơ bản trên cổ phiếu,70,6.8,(18),(717),,70.0,68.0,-18.0,-717.0
