row_label_raw,row_label_full,NÔI DUNG,Trang,numeric__Trang
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,1 - 2,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,3 - 5,
BÁO CÁO TÀI CHÍNH HỢP NHẤT ĐÃ ĐƯỢC KIỂM TOÁN,BÁO CÁO TÀI CHÍNH HỢP NHẤT ĐÃ ĐƯỢC KIỂM TOÁN,BÁO CÁO TÀI CHÍNH HỢP NHẤT ĐÃ ĐƯỢC KIỂM TOÁN,,
Bàng Cân đối kế toán hợp nhất,Bàng Cân đối kế toán hợp nhất,Bàng Cân đối kế toán hợp nhất,6 - 7,
Báo cáo Kết quả hoạt động kinh doanh hợp nhất,Bàng Cân đối kế toán hợp nhất > Báo cáo Kết quả hoạt động kinh doanh hợp nhất,Báo cáo Kết quả hoạt động kinh doanh hợp nhất,8,8.0
Báo cáo Lưu chuyển tiền tệ hợp nhất,Báo cáo Lưu chuyển tiền tệ hợp nhất,Báo cáo Lưu chuyển tiền tệ hợp nhất,9 - 10,
Cân Thuyết minh Báo cáo tài chính hợp nhất,Cân Thuyết minh Báo cáo tài chính hợp nhất,Cân Thuyết minh Báo cáo tài chính hợp nhất,11 - 56,
