row_label_raw,row_label_full,col_0,TÀI SẢN,MS,TM,31/12/2022VND,01/01/2022VND,numeric__TÀI SẢN,numeric__MS,numeric__TM,numeric__31/12/2022VND,numeric__01/01/2022VND
A -,A -,A -,TÀI SẢN NGẮN HẠN(100=110+120+130+140+150),100,,4.851.826.552.006,2.682.527.488.133,,100.0,,4851826552006.0,2682527488133.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5.1,1.477.532.901.491,281.423.366.183,,110.0,51.0,1477532901491.0,281423366183.0
1.,1.,1.,Tiền,111,,1.268.184.956.287,233.723.366.183,,111.0,,1268184956287.0,233723366183.0
2.,2.,2.,Các khoản tương đương tiền,112,,209.347.945.204,47.700.000.000,,112.0,,209347945204.0,47700000000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,63.502.150.000,104.502.150.000,,120.0,,63502150000.0,104502150000.0
1.,1.,1.,Chứng khoán kinh doanh,121,,2.150.000,2.150.000,,121.0,,2150000.0,2150000.0
3.,3.,3.,Đầu tư nằm giữ đến ngày đáo hạn,123,5.2,63.500.000.000,104.500.000.000,,123.0,52.0,63500000000.0,104500000000.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,1.976.132.462.776,817.479.140.259,,130.0,,1976132462776.0,817479140259.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,5.3,2.037.392.641.365,834.744.540.263,,131.0,53.0,2037392641365.0,834744540263.0
2.,2.,2.,Trà trước cho người bán ngắn hạn,132,5.4,408.776.756.327,458.154.487.428,,132.0,54.0,408776756327.0,458154487428.0
6.,6.,6.,Phải thu ngắn hạn khác,136,5.5,135.819.430.127,132.411.798.491,,136.0,55.0,135819430127.0,132411798491.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,5.6,(1.277.103.978.519),(1.276.311.337.057),,137.0,56.0,-1277103978519.0,-1276311337057.0
8.,8.,8.,Tài sản thiếu chờ xử lý,139,5.7,671.247.613.476,668.479.651.134,,139.0,57.0,671247613476.0,668479651134.0
IV.,IV.,IV.,Hàng tồn kho,140,,1.145.236.085.034,1.308.639.518.774,,140.0,,1145236085034.0,1308639518774.0
1.,1.,1.,Hàng tồn kho,141,5.8,1.172.060.142.929,1.416.794.852.504,,141.0,58.0,1172060142929.0,1416794852504.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,(26.824.057.895),(108.155.333.730),,149.0,,-26824057895.0,-108155333730.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,189.422.952.705,170.483.312.917,,150.0,,189422952705.0,170483312917.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,5.9,8.633.345.797,9.283.869.756,,151.0,59.0,8633345797.0,9283869756.0
2.,2.,2.,Thuế GTGT được khấu trừ,152,,174.892.946.473,154.860.632.665,,152.0,,174892946473.0,154860632665.0
