row_label_raw,row_label_full,Chỉ tiêu,Số dư đầu năm,Phát sinh trong năm > Số phải nộp,Phát sinh trong năm > Số đã nộp,Số dư cuối năm,numeric__Số dư đầu năm,numeric__Phát sinh trong năm > Số phải nộp,numeric__Phát sinh trong năm > Số đã nộp,numeric__Số dư cuối năm
1. Thuế GTGT,1. Thuế GTGT,1. Thuế GTGT,438,5.956,5.580,814,438.0,5956.0,5580.0,814.0
2. Thuế tiêu thụ đặc biệt,2. Thuế tiêu thụ đặc biệt,2. Thuế tiêu thụ đặc biệt,1,16,16,1,1.0,16.0,16.0,1.0
3. Thuế TNDN,3. Thuế TNDN,3. Thuế TNDN,11.196,35.057,12.223,34.030,11196.0,35057.0,12223.0,34030.0
a. Thuế TNDN,a. Thuế TNDN,a. Thuế TNDN,11.196,34.809,11.975,34.030,11196.0,34809.0,11975.0,34030.0
Thuế TNDN của ngân hàng,Thuế TNDN của ngân hàng,Thuế TNDN của ngân hàng,11.078,33.872,11.136,33.814,11078.0,33872.0,11136.0,33814.0
Thuế TNDN của Công ty con,Thuế TNDN của Công ty con,Thuế TNDN của Công ty con,118,937,839,216,118.0,937.0,839.0,216.0
b. Thuế TNDN nhà thầu nước ngoài,b. Thuế TNDN nhà thầu nước ngoài,b. Thuế TNDN nhà thầu nước ngoài,-,248,248,-,,248.0,248.0,
4. Các loại thuế khác,4. Các loại thuế khác,4. Các loại thuế khác,618,6.179,6.485,312,618.0,6179.0,6485.0,312.0
Tổng cộng,Tổng cộng,Tổng cộng,12.253,47.208,24.304,35.157,12253.0,47208.0,24304.0,35157.0
