row_label_raw,row_label_full,- Trái phiếu Chính phủ và Trái phiếu Đô thị,1.986.781,2.003.144,numeric__1.986.781,numeric__2.003.144
Cộng,Cộng,Cộng,1.986.781,2.003.144,1986781.0,2003144.0
Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,31/12/2016,31/12/2015,,
- Mệnh giá trái phiếu đặc biệt,Trái phiếu đặc biệt do VAMC phát hành > - Mệnh giá trái phiếu đặc biệt,- Mệnh giá trái phiếu đặc biệt,689.091,769.588,689091.0,769588.0
- Dự phòng trái phiếu đặc biệt,Trái phiếu đặc biệt do VAMC phát hành > - Dự phòng trái phiếu đặc biệt,- Dự phòng trái phiếu đặc biệt,(286.080),(244.609),-286080.0,-244609.0
Cộng,Trái phiếu đặc biệt do VAMC phát hành > Cộng,Cộng,403.011,524.979,403011.0,524979.0
Tổng cộng,Trái phiếu đặc biệt do VAMC phát hành > Tổng cộng,Tổng cộng,2.389.792,2.528.123,2389792.0,2528123.0
