row_label_raw,row_label_full,3.2. Cho vay các tổ chức tín dụng khácCộng,31/12/2016,31/12/2015,numeric__31/12/2016,numeric__31/12/2015
3.2. Cho vay các tổ chức tín dụng khácCộng,3.2. Cho vay các tổ chức tín dụng khácCộng,3.2. Cho vay các tổ chức tín dụng khácCộng,-,-,,
Tổng cộng,3.2. Cho vay các tổ chức tín dụng khácCộng > Tổng cộng,Tổng cộng,1.882.911,1.370.657,1882911.0,1370657.0
