row_label_raw,row_label_full,Chl teu,Khong andbury Ky ban,Trong han,Trong han_1,Trong han_2,Trong han_3,Trong han_4,Tong,numeric__Khong andbury Ky ban,numeric__Trong han,numeric__Trong han_1,numeric__Trong han_2,numeric__Trong han_3,numeric__Trong han_4,numeric__Tong
Chl teu,Chl teu,Chl teu,Dien 1 sharing,Tyr 1 - 3 sharing,Tyr 3 - 12 sharing,Tyr 1 - 5 s/nm,Tren 5 s/nm,,Tong,,,,,,,
"Tien mal, vaning bac, da guy","Chl teu > Tien mal, vaning bac, da guy","Tien mal, vaning bac, da guy",200.381,-,-,-,-,-,200.381,200381.0,,,,,,200381.0
Tien govtai renzin having Nihai nivoc,Chl teu > Tien govtai renzin having Nihai nivoc,Tien govtai renzin having Nihai nivoc,-,473.922,-,-,-,-,473.922,,473922.0,,,,,473922.0
"Tien, vaning govtai ya cho vay cac TCITD Khaic (*)","Chl teu > Tien, vaning govtai ya cho vay cac TCITD Khaic (*)","Tien, vaning govtai ya cho vay cac TCITD Khaic (*)",-,1.882.911,-,-,-,-,1.882.911,,1882911.0,,,,,1882911.0
Chng khoenan kinh doanh (*),Chng khoenan kinh doanh (*),Chng khoenan kinh doanh (*),-,-,-,-,-,-,-,,,,,,,
Cac chang cy tai chihn phiyi sinih va cac tai san tai chihn Khaic (*),Chng khoenan kinh doanh (*) > Cac chang cy tai chihn phiyi sinih va cac tai san tai chihn Khaic (*),Cac chang cy tai chihn phiyi sinih va cac tai san tai chihn Khaic (*),-,1.105.275,1.669.831,6.728.044,1.887.799,1.142.693,12.533.642,,1105275.0,1669831.0,6728044.0,1887799.0,1142693.0,12533642.0
Cho vay khatch hang (*),Cho vay khatch hang (*),Cho vay khatch hang (*),-,-,-,-,-,-,-,,,,,,,
Chung khoenan kinh doanh (*),Chung khoenan kinh doanh (*),Chung khoenan kinh doanh (*),-,-,-,-,-,-,-,,,,,,,
Cac chang cy tai chihn phiyi sinih (*),Cac chang cy tai chihn phiyi sinih (*),Cac chang cy tai chihn phiyi sinih (*),-,-,-,-,-,-,-,,,,,,,
Cho vay khatch hang (*),Cho vay khatch hang (*),Cho vay khatch hang (*),-,-,-,-,-,-,-,,,,,,,
Chng khoenan daju ta (*),Cho vay khatch hang (*) > Chng khoenan daju ta (*),Chng khoenan daju ta (*),-,50.000,50.140,550.070,2.025.662,-,2.675.872,,50000.0,50140.0,550070.0,2025662.0,,2675872.0
"Gop vohn, daju tu dai han (*)","Cho vay khatch hang (*) > Gop vohn, daju tu dai han (*)","Gop vohn, daju tu dai han (*)",-,-,-,-,-,125.655,125.655,,,,,,125655.0,125655.0
Tai san cnc dinh va Bati gong san daju tu,Cho vay khatch hang (*) > Tai san cnc dinh va Bati gong san daju tu,Tai san cnc dinh va Bati gong san daju tu,-,-,-,-,-,959.439,959.439,,,,,,959439.0,959439.0
Tal san cnc dinh va Bati gong san daju tu,Tal san cnc dinh va Bati gong san daju tu,Tal san cnc dinh va Bati gong san daju tu,-,-,-,-,-,-,-,,,,,,,
Tien guti cua khatch hang,Tal san cnc dinh va Bati gong san daju tu > Tien guti cua khatch hang,Tien guti cua khatch hang,-,6.056.799,3.642.483,4.009.057,460.589,-,14.168.928,,6056799.0,3642483.0,4009057.0,460589.0,,14168928.0
Cac chang cy tai chihn phiyi sinih va cac khoenan ny tai chihn Khaic,Cac chang cy tai chihn phiyi sinih va cac khoenan ny tai chihn Khaic,Cac chang cy tai chihn phiyi sinih va cac khoenan ny tai chihn Khaic,-,-,-,-,-,-,-,,,,,,,
Tien guti cua khatch hang,Tien guti cua khatch hang,Tien guti cua khatch hang,-,-,-,-,-,-,-,,,,,,,
Tyng phail tera,Tien guti cua khatch hang > Tyng phail tera,Tyng phail tera,-,-,-,-,-,-,330.325,,,,,,,330325.0
Cac khoenan ny khaic,Tien guti cua khatch hang > Cac khoenan ny khaic,Cac khoenan ny khaic,-,330.325,-,-,-,-,-,,330325.0,,,,,
"Vyon tai troy, yv thai cda tu, cho vay TCITD chiu rui to","Vyon tai troy, yv thai cda tu, cho vay TCITD chiu rui to","Vyon tai troy, yv thai cda tu, cho vay TCITD chiu rui to",-,-,-,-,-,-,-,,,,,,,
Phat hand giaty to co gita,Phat hand giaty to co gita,Phat hand giaty to co gita,-,-,-,-,-,-,-,,,,,,,
Cac khoenan ny khaic,Phat hand giaty to co gita > Cac khoenan ny khaic,Cac khoenan ny khaic,-,7.310.120,3.753.278,4.009.057,460.589,-,15.533.044,,7310120.0,3753278.0,4009057.0,460589.0,,15533044.0
Tyng Ng phail tera,Phat hand giaty to co gita > Tyng Ng phail tera,Tyng Ng phail tera,-,787.134,(3.798.012),(2.033.307),3.269.057,3.452.872,2.227.787,,787134.0,-3798012.0,-2033307.0,3269057.0,3452872.0,2227787.0
