row_label_raw,row_label_full,Ông Trần Quốc Hải,Chủ tịch,numeric__Chủ tịch
Bà Trần Thị Việt Ánh,Bà Trần Thị Việt Ánh,Bà Trần Thị Việt Ánh,Thành viên,
Ông Trần Thế Truyền,Ông Trần Thế Truyền,Ông Trần Thế Truyền,Thành viên,
Ông Nguyễn Ngọc Điều,Ông Nguyễn Ngọc Điều,Ông Nguyễn Ngọc Điều,Thành viên,
Ông Trần Sỹ Đồng,Ông Trần Sỹ Đồng,Ông Trần Sỹ Đồng,Thành viên,
