row_label_raw,row_label_full,Chỉ tiêu,Mã số,Số đã báo cáo,Điều chỉnh,Số sau điều chỉnh,numeric__Mã số,numeric__Số đã báo cáo,numeric__Điều chỉnh,numeric__Số sau điều chỉnh
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,300,8.549.442.233.501,88.128.464.949,8.637.570.698.450,300.0,8549442233501.0,88128464949.0,8637570698450.0
Nợ ngắn hạn,Nợ ngắn hạn,Nợ ngắn hạn,310,5.250.705.125.743,88.128.464.949,5.338.833.590.692,310.0,5250705125743.0,88128464949.0,5338833590692.0
Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,313,84.598.914.950,(6.980.728.315),77.618.186.635,313.0,84598914950.0,-6980728315.0,77618186635.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,71.059.197.586,95.109.193.264,166.168.390.850,319.0,71059197586.0,95109193264.0,166168390850.0
NGUỒN VỐN CHỦ SỞ HỮU,NGUỒN VỐN CHỦ SỞ HỮU,NGUỒN VỐN CHỦ SỞ HỮU,400,8.121.364.166.299,(88.128.464.949),8.033.235.701.350,400.0,8121364166299.0,-88128464949.0,8033235701350.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,410,8.121.364.166.299,(88.128.464.949),8.033.235.701.350,410.0,8121364166299.0,-88128464949.0,8033235701350.0
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,1.188.995.696.112,(88.128.464.949),1.100.867.231.163,421.0,1188995696112.0,-88128464949.0,1100867231163.0
LNST chưa phân phối lũy kế đến cuối kỳ này,LNST chưa phân phối lũy kế đến cuối kỳ này,LNST chưa phân phối lũy kế đến cuối kỳ này,421b,778.450.045.643,(88.128.464.949),690.321.580.694,,778450045643.0,-88128464949.0,690321580694.0
