row_label_raw,row_label_full,Tập đoàn Công nghiệp Than - Khoáng Sản Việt Nam (TKV)
Công ty Kho vận và Cảng Cẩm Phả - Vinacomin,Công ty Kho vận và Cảng Cẩm Phả - Vinacomin,Công ty Kho vận và Cảng Cẩm Phả - Vinacomin
Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - CTCP,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - CTCP,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - CTCP
Viện Cơ khí Năng lượng và mỏ - Vinacomin,Viện Cơ khí Năng lượng và mỏ - Vinacomin,Viện Cơ khí Năng lượng và mỏ - Vinacomin
Công ty CP Vật tư - TKV,Công ty CP Vật tư - TKV,Công ty CP Vật tư - TKV
Bệnh viện Than - Khoáng sản,Bệnh viện Than - Khoáng sản,Bệnh viện Than - Khoáng sản
Trường Cao đẳng Than - Khoáng sản Việt Nam,Trường Cao đẳng Than - Khoáng sản Việt Nam,Trường Cao đẳng Than - Khoáng sản Việt Nam
Trường Quản trị kinh doanh - Vinacomin,Trường Quản trị kinh doanh - Vinacomin,Trường Quản trị kinh doanh - Vinacomin
Công ty CP Công nghiệp ô tô - Vinacomin,Công ty CP Công nghiệp ô tô - Vinacomin,Công ty CP Công nghiệp ô tô - Vinacomin
Công ty TNHH MTV Môi trường - Vinacomin,Công ty TNHH MTV Môi trường - Vinacomin,Công ty TNHH MTV Môi trường - Vinacomin
