row_label_raw,row_label_full,[2] Vay các đối tượng khácBên cho vay và hợp đồng > Vay cán bộ công nhân viên,Thời hạn vay > Dưới 12 tháng,"Lãi suất > Lãi suất trong kỳ từ 7,9%-11,46%/năm",Mục đích khoản vay > Bổ sung vốn lưu động phục vụ hoạt động sản xuất kinh doanh.,Tài sản đảm bảo > Cấp tín dụng không có đảm bảo bằng tài sản,Số dư cuối năm > 13.070.000.000,numeric__Thời hạn vay > Dưới 12 tháng,"numeric__Lãi suất > Lãi suất trong kỳ từ 7,9%-11,46%/năm",numeric__Mục đích khoản vay > Bổ sung vốn lưu động phục vụ hoạt động sản xuất kinh doanh.,numeric__Tài sản đảm bảo > Cấp tín dụng không có đảm bảo bằng tài sản,numeric__Số dư cuối năm > 13.070.000.000
Cộng,Cộng,Cộng,,,,,13.070.000.000,,,,,13070000000.0
[3] Vay ngân hàng dài hạnBên cho vay và hợp đồng,[3] Vay ngân hàng dài hạnBên cho vay và hợp đồng,[3] Vay ngân hàng dài hạnBên cho vay và hợp đồng,Thời hạn vay,Lãi suất,Mục đích khoản vay,Tài sản đảm bảo,Số dư cuối năm,,,,,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Hợp đồng tin dụng HĐ 01/2023/6365874/HĐTD ngày 11/04/2023; HĐ 02/2023/6365874/HĐTD ngày 1/6/2023.,[3] Vay ngân hàng dài hạnBên cho vay và hợp đồng > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Hợp đồng tin dụng HĐ 01/2023/6365874/HĐTD ngày 11/04/2023; HĐ 02/2023/6365874/HĐTD ngày 1/6/2023.,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Hợp đồng tin dụng HĐ 01/2023/6365874/HĐTD ngày 11/04/2023; HĐ 02/2023/6365874/HĐTD ngày 1/6/2023.,84 tháng,"Thả nổi, lãi suất trong kỳ từ 7,68% - 10%/năm","Thanh toán các chi phí thực hiện dự án đầu tư thay thế các bộ làm mát xỉ đáy lò hơi NMNĐ Cẩm Phả, đầu tư thiết bị phục vụ sản xuất năm 2020 NMNĐ Cẩm Phả - gói thầu số 4 đầu tư cụm van nước cấp lò hơi số 1, nâng cấp hệ thống DCS tổ máy S1 và phần chung - NMNĐ Cẩm Phả; đầu tư nâng cấp hệ thống điều chỉnh tự động AGC tổ máy 1 và 2 - NMNĐ Sơn Đông.",Toàn bộ tài sản hình thành của dự án đầu tư theo hợp đồng thế chấp tài sản 01/2023/6365874/HĐBD ngày 11/04/2023; 02/2023/6365874/HĐBD ngày 01/06/2023.,45.118.836.412,,,,,45118836412.0
Ngân hàng TMCP Quốc tế Việt Nam - Trung tâm khách hàng doanh nghiệp lớn Sở Giao dịch - Hợp đồng số 221019/TDH/VIB-VPC.,[3] Vay ngân hàng dài hạnBên cho vay và hợp đồng > Ngân hàng TMCP Quốc tế Việt Nam - Trung tâm khách hàng doanh nghiệp lớn Sở Giao dịch - Hợp đồng số 221019/TDH/VIB-VPC.,Ngân hàng TMCP Quốc tế Việt Nam - Trung tâm khách hàng doanh nghiệp lớn Sở Giao dịch - Hợp đồng số 221019/TDH/VIB-VPC.,60 tháng,"Thả nổi, lãi suất trong kỳ từ 8,3% - 10,7%/năm",Đầu tư thiết bị 2019 - NMNĐ Sơn Đông.,Cấp tín dụng không có đảm bảo bằng tài sản.,2.052.000.000,,,,,2052000000.0
Ngân hàng Sumitomo Mitsui Banking CorporationHợp đồng tín dụng không ràng buộc Nexi ngày 28/09/2011,[3] Vay ngân hàng dài hạnBên cho vay và hợp đồng > Ngân hàng Sumitomo Mitsui Banking CorporationHợp đồng tín dụng không ràng buộc Nexi ngày 28/09/2011,Ngân hàng Sumitomo Mitsui Banking CorporationHợp đồng tín dụng không ràng buộc Nexi ngày 28/09/2011,14 năm,"Thả nổi, lãi suất trong kỳ từ 5,5% - 7,19%/năm",Đầu tư Nhà máy Thủy điện (NMTĐ) Đồng Nai 5.,Thế chấp tài sản gắn liền với khoản vay và dự án NMTĐ Đồng Nai 5 theo hợp đồng thế chấp tài sản số 15/2018/HĐTCTS.,952.380.000.000,,,,,952380000000.0
