row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ
Ngắn hạn,Ngắn hạn,Ngắn hạn,2.826.811.967.901,2.826.811.967.901,1.575.817.025.863,1.575.817.025.863,2826811967901.0,2826811967901.0,1575817025863.0,1575817025863.0
Phải trả người bán ngắn hạn là bên thứ ba,Phải trả người bán ngắn hạn là bên thứ ba,Phải trả người bán ngắn hạn là bên thứ ba,727.601.412.367,727.601.412.367,741.151.135.861,741.151.135.861,727601412367.0,727601412367.0,741151135861.0,741151135861.0
Tổng Công ty Đông Bắc,Tổng Công ty Đông Bắc,Tổng Công ty Đông Bắc,214.295.390.181,214.295.390.181,225.112.184.877,225.112.184.877,214295390181.0,214295390181.0,225112184877.0,225112184877.0
Tập đoàn Điện lực Việt Nam,Tập đoàn Điện lực Việt Nam,Tập đoàn Điện lực Việt Nam,34.682.800.795,34.682.800.795,56.935.034.976,56.935.034.976,34682800795.0,34682800795.0,56935034976.0,56935034976.0
Công ty TNHH Công nghệ và dịch vụ kỹ thuật DTL,Công ty TNHH Công nghệ và dịch vụ kỹ thuật DTL,Công ty TNHH Công nghệ và dịch vụ kỹ thuật DTL,14.543.144.470,14.543.144.470,24.271.654.060,24.271.654.060,14543144470.0,14543144470.0,24271654060.0,24271654060.0
Công ty cổ phần Giải pháp kỹ thuật Công nghệ Việt,Công ty cổ phần Giải pháp kỹ thuật Công nghệ Việt,Công ty cổ phần Giải pháp kỹ thuật Công nghệ Việt,1.646.291.518,1.646.291.518,32.927.351.880,32.927.351.880,1646291518.0,1646291518.0,32927351880.0,32927351880.0
Công ty TNHH Thiết bị phụ tùng VIMICO,Công ty TNHH Thiết bị phụ tùng VIMICO,Công ty TNHH Thiết bị phụ tùng VIMICO,20.001.524.856,20.001.524.856,-,-,20001524856.0,20001524856.0,,
Công ty CP Lilama 69-1 Phà Lại,Công ty CP Lilama 69-1 Phà Lại,Công ty CP Lilama 69-1 Phà Lại,34.512.082.674,34.512.082.674,9.526.791.829,9.526.791.829,34512082674.0,34512082674.0,9526791829.0,9526791829.0
Công ty CP Vật tư và Thiết bị công nghiệp,Công ty CP Vật tư và Thiết bị công nghiệp,Công ty CP Vật tư và Thiết bị công nghiệp,23.118.628.822,23.118.628.822,26.851.733.700,26.851.733.700,23118628822.0,23118628822.0,26851733700.0,26851733700.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,384.801.549.051,384.801.549.051,365.526.384.539,365.526.384.539,384801549051.0,384801549051.0,365526384539.0,365526384539.0
Phải trả người bán ngắn hạn là bên liên quan(Chỉ tiết tại Thuyết minh số VII.3),Phải trả người bán ngắn hạn là bên liên quan(Chỉ tiết tại Thuyết minh số VII.3),Phải trả người bán ngắn hạn là bên liên quan(Chỉ tiết tại Thuyết minh số VII.3),2.099.210.555.534,2.099.210.555.534,834.665.890.002,834.665.890.002,2099210555534.0,2099210555534.0,834665890002.0,834665890002.0
Dài hạn,Dài hạn,Dài hạn,394.445.237.545,394.445.237.545,383.299.978.990,383.299.978.990,394445237545.0,394445237545.0,383299978990.0,383299978990.0
Phải trả người bán dài hạn là bên thứ ba,Phải trả người bán dài hạn là bên thứ ba,Phải trả người bán dài hạn là bên thứ ba,394.445.237.545,394.445.237.545,383.299.978.990,383.299.978.990,394445237545.0,394445237545.0,383299978990.0,383299978990.0
Nhà thầu SFECO,Nhà thầu SFECO,Nhà thầu SFECO,394.445.237.545,394.445.237.545,383.299.978.990,383.299.978.990,394445237545.0,394445237545.0,383299978990.0,383299978990.0
Phải trả người bán dài hạn là bên liên quan,Phải trả người bán dài hạn là bên liên quan,Phải trả người bán dài hạn là bên liên quan,-,-,-,-,,,,
Cộng,Phải trả người bán dài hạn là bên liên quan > Cộng,Cộng,3.221.257.205.446,3.221.257.205.446,1.959.117.004.853,1.959.117.004.853,3221257205446.0,3221257205446.0,1959117004853.0,1959117004853.0
