row_label_raw,row_label_full,Bên liên quan,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Công ty Kho vận Cảng Cẩm Phả - Vinacomin,Công ty Kho vận Cảng Cẩm Phả - Vinacomin,Công ty Kho vận Cảng Cẩm Phả - Vinacomin,-,531.039.055,,531039055.0
Tổng công ty Công nghiệp Mỏ Việt Bắc TKV - CTCP,Tổng công ty Công nghiệp Mỏ Việt Bắc TKV - CTCP,Tổng công ty Công nghiệp Mỏ Việt Bắc TKV - CTCP,54.839.805,192.212.937,54839805.0,192212937.0
Công ty TNHH MTV Môi trường - TKV,Công ty TNHH MTV Môi trường - TKV,Công ty TNHH MTV Môi trường - TKV,13.244.504,-,13244504.0,
Công ty cổ phần cơ khí Hòn Gai - Vinacomin,Công ty cổ phần cơ khí Hòn Gai - Vinacomin,Công ty cổ phần cơ khí Hòn Gai - Vinacomin,915.575.300,-,915575300.0,
Cộng,Cộng,Cộng,983.659.609,723.251.992,983659609.0,723251992.0
Trả trước người bán,Trả trước người bán,Trả trước người bán,Trả trước người bán,Trả trước người bán,,
Bên liên quan,Bên liên quan,Bên liên quan,Số cuối năm,Số đầu năm,,
Công ty tư vấn quản lý dự án - Vinacomin,Bên liên quan > Công ty tư vấn quản lý dự án - Vinacomin,Công ty tư vấn quản lý dự án - Vinacomin,300.000.000,300.000.000,300000000.0,300000000.0
Cộng,Bên liên quan > Cộng,Cộng,300.000.000,300.000.000,300000000.0,300000000.0
