row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,8.346.544.627.107,8.637.570.698.450,,300.0,,8346544627107.0,8637570698450.0
I.,I.,I.,Nợ ngắn hạn,310,,6.312.694.144.638,5.338.833.590.692,,310.0,,6312694144638.0,5338833590692.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.10,2.826.811.967.901,1.575.817.025.863,,311.0,,2826811967901.0,1575817025863.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,,1.400.000.000,1.410.478.000,,312.0,,1400000000.0,1410478000.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.11.1,64.721.576.216,77.618.186.635,,313.0,,64721576216.0,77618186635.0
4.,4.,4.,Phải trả người lao động,314,,108.953.687.977,57.543.297.801,,314.0,,108953687977.0,57543297801.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.12,67.238.998.488,79.580.496.323,,315.0,,67238998488.0,79580496323.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,,-,-,,318.0,,,
9.,9.,9.,Phải trả ngắn hạn khác,319,V.13,160.607.286.701,166.168.390.850,,319.0,,160607286701.0,166168390850.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.14,3.041.153.650.653,3.342.356.953.412,,320.0,,3041153650653.0,3342356953412.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,-,,321.0,,,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,,41.806.976.702,38.338.761.808,,322.0,,41806976702.0,38338761808.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,2.033.850.482.469,3.298.737.107.758,,330.0,,2033850482469.0,3298737107758.0
1.,1.,1.,Phải trả người bán dài hạn,331,V.10,394.445.237.545,383.299.978.990,,331.0,,394445237545.0,383299978990.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chỉ phí phải trả dài hạn,333,,-,-,,333.0,,,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,,-,-,,336.0,,,
7.,7.,7.,Phải trả dài hạn khác,337,,-,-,,337.0,,,
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.14,1.621.352.389.835,2.896.327.647.438,,338.0,,1621352389835.0,2896327647438.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,,-,-,,341.0,,,
12.,12.,12.,Dự phòng phải trả dài hạn,342,,-,988.464.259,,342.0,,,988464259.0
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,18.052.855.089,18.121.017.071,,343.0,,18052855089.0,18121017071.0
