row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Chương trình phần mềm,TSCĐ VH khác,Tổng cộng,numeric__Quyền sử dụng đất,numeric__Chương trình phần mềm,numeric__TSCĐ VH khác,numeric__Tổng cộng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Số đầu năm,Nguyên giá > Số đầu năm,Số đầu năm,63.385.813.870,8.282.748.811,2.571.594.280,74.240.156.961,63385813870.0,8282748811.0,2571594280.0,74240156961.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,-,978.000.000,-,978.000.000,,978000000.0,,978000000.0
Số cuối năm,Nguyên giá > Số cuối năm,Số cuối năm,63.385.813.870,9.260.748.811,2.571.594.280,75.218.156.961,63385813870.0,9260748811.0,2571594280.0,75218156961.0
Hao mòn luỹ kế,Hao mòn luỹ kế,Hao mòn luỹ kế,Hao mòn luỹ kế,Hao mòn luỹ kế,Hao mòn luỹ kế,Hao mòn luỹ kế,,,,
Số đầu năm,Hao mòn luỹ kế > Số đầu năm,Số đầu năm,5.692.457.775,8.005.598.408,2.168.597.663,15.866.653.846,5692457775.0,8005598408.0,2168597663.0,15866653846.0
Khấu hao,Hao mòn luỹ kế > Khấu hao,Khấu hao,1.419.342.014,447.213.732,388.436.442,2.254.992.188,1419342014.0,447213732.0,388436442.0,2254992188.0
Hao mòn,Hao mòn luỹ kế > Hao mòn,Hao mòn,36.360.828,-,-,36.360.828,36360828.0,,,36360828.0
Số cuối năm,Hao mòn luỹ kế > Số cuối năm,Số cuối năm,7.148.160.617,8.452.812.140,2.557.034.105,18.158.006.862,7148160617.0,8452812140.0,2557034105.0,18158006862.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Số đầu năm,Giá trị còn lại > Số đầu năm,Số đầu năm,57.693.356.095,277.150.403,402.996.617,58.373.503.115,57693356095.0,277150403.0,402996617.0,58373503115.0
Số cuối năm,Giá trị còn lại > Số cuối năm,Số cuối năm,56.237.653.253,807.936.671,14.560.175,57.060.150.099,56237653253.0,807936671.0,14560175.0,57060150099.0
