row_label_raw,row_label_full,col_0,Thuyết minh số,Số cuối năm,Đơn vị tính: VND,numeric__Thuyết minh số,numeric__Số cuối năm,numeric__Đơn vị tính: VND
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,14.1,503.087.714.088,484.351.368.341,141.0,503087714088.0,484351368341.0
Đầu tư dài hạn khác,Đầu tư dài hạn khác,Đầu tư dài hạn khác,14.2,448.500.200.000,448.500.200.000,142.0,448500200000.0,448500200000.0
Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,,(39.713.143.676),(39.713.143.676),,-39713143676.0,-39713143676.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,911.874.770.412,893.138.424.665,,911874770412.0,893138424665.0
