row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
- Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc (i),Ngắn hạn > - Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc (i),- Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc (i),30.294.156.000,6.992.700.000,30294156000.0,6992700000.0
- Công ty Cổ phần Dịch vụ Kinh Bắc (iii),Ngắn hạn > - Công ty Cổ phần Dịch vụ Kinh Bắc (iii),- Công ty Cổ phần Dịch vụ Kinh Bắc (iii),8.424.422.198,-,8424422198.0,
- Công ty Cổ phần Du lịch Sài Gòn,Ngắn hạn > - Công ty Cổ phần Du lịch Sài Gòn,- Công ty Cổ phần Du lịch Sài Gòn,500.000.000,500.000.000,500000000.0,500000000.0
- Công ty Cổ phần Địa ốc Viễn Đông Việt Nam,Ngắn hạn > - Công ty Cổ phần Địa ốc Viễn Đông Việt Nam,- Công ty Cổ phần Địa ốc Viễn Đông Việt Nam,300.000.000,4.000.000.000,300000000.0,4000000000.0
- Công ty Cổ phần Khu công nghiệp Sài Gòn - Tây Ninh,Ngắn hạn > - Công ty Cổ phần Khu công nghiệp Sài Gòn - Tây Ninh,- Công ty Cổ phần Khu công nghiệp Sài Gòn - Tây Ninh,300.000.000,300.000.000,300000000.0,300000000.0
- Phải thu các công ty khác,Ngắn hạn > - Phải thu các công ty khác,- Phải thu các công ty khác,583.300.001,1.799.720.000,583300001.0,1799720000.0
Phải thu cho vay các bên liên quan(Thuyết minh số 29),Ngắn hạn > Phải thu cho vay các bên liên quan(Thuyết minh số 29),Phải thu cho vay các bên liên quan(Thuyết minh số 29),11.937.895.430,14.145.208.333,11937895430.0,14145208333.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,52.339.773.629,27.737.628.333,52339773629.0,27737628333.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
- Công ty Cổ phần Dịch vụ Kinh Bắc (iii),Dài hạn > - Công ty Cổ phần Dịch vụ Kinh Bắc (iii),- Công ty Cổ phần Dịch vụ Kinh Bắc (iii),16.200.000.000,-,16200000000.0,
- Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc (ii),Dài hạn > - Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc (ii),- Công ty Cổ phần Tư vấn và Đầu tư Kinh Bắc (ii),10.000.000.000,-,10000000000.0,
- Ban Quản lý Dự án Xây dựng thành phố Bắc Ninh (UBND thành phố Bắc Ninh),Dài hạn > - Ban Quản lý Dự án Xây dựng thành phố Bắc Ninh (UBND thành phố Bắc Ninh),- Ban Quản lý Dự án Xây dựng thành phố Bắc Ninh (UBND thành phố Bắc Ninh),700.000.000,700.000.000,700000000.0,700000000.0
- Công ty Cổ phần Địa ốc Viễn Đông Việt Nam,Dài hạn > - Công ty Cổ phần Địa ốc Viễn Đông Việt Nam,- Công ty Cổ phần Địa ốc Viễn Đông Việt Nam,-,50.000.000.000,,50000000000.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,26.900.000.000,50.700.000.000,26900000000.0,50700000000.0
Dự phòng phải thu khó đòi,Dài hạn > Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,500.000.000,500.000.000,500000000.0,500000000.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Ngắn hạn,Trong đó: > Ngắn hạn,Ngắn hạn,500.000.000,500.000.000,500000000.0,500000000.0
Dài hạn,Dài hạn,Dài hạn,-,-,,
