row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
- Công ty Cổ phần Dịch vụ Kinh Bắc (i),Ngắn hạn > - Công ty Cổ phần Dịch vụ Kinh Bắc (i),- Công ty Cổ phần Dịch vụ Kinh Bắc (i),357.556.483.637,78.648.481.465,357556483637.0,78648481465.0
- Công ty KCT Engineering Ltd (ii),Ngắn hạn > - Công ty KCT Engineering Ltd (ii),- Công ty KCT Engineering Ltd (ii),218.749.608.000,218.749.608.000,218749608000.0,218749608000.0
- Công ty TNHH ZYF Quốc Tế (iii),Ngắn hạn > - Công ty TNHH ZYF Quốc Tế (iii),- Công ty TNHH ZYF Quốc Tế (iii),214.179.000.000,214.179.000.000,214179000000.0,214179000000.0
- Công ty Cổ phần Đầu tư Sài Gòn (iv),Ngắn hạn > - Công ty Cổ phần Đầu tư Sài Gòn (iv),- Công ty Cổ phần Đầu tư Sài Gòn (iv),104.130.000.000,104.130.000.000,104130000000.0,104130000000.0
- Công ty JA Solar Vina Hong Kong (iii),Ngắn hạn > - Công ty JA Solar Vina Hong Kong (iii),- Công ty JA Solar Vina Hong Kong (iii),66.505.516.764,219.036.843.480,66505516764.0,219036843480.0
- Công ty TNHH LG Innotek Việt Nam Hải Phòng (v),Ngắn hạn > - Công ty TNHH LG Innotek Việt Nam Hải Phòng (v),- Công ty TNHH LG Innotek Việt Nam Hải Phòng (v),39.889.481.398,35.226.100.000,39889481398.0,35226100000.0
- Công ty TNHH MTV Công nghệ Phúc Sơn (v),Ngắn hạn > - Công ty TNHH MTV Công nghệ Phúc Sơn (v),- Công ty TNHH MTV Công nghệ Phúc Sơn (v),22.517.550.000,-,22517550000.0,
- Công ty TNHH L.G Display Việt Nam Hải Phòng (v),Ngắn hạn > - Công ty TNHH L.G Display Việt Nam Hải Phòng (v),- Công ty TNHH L.G Display Việt Nam Hải Phòng (v),20.533.829.040,81.883.545.343,20533829040.0,81883545343.0
- Công ty Cổ phần Bao bi Hoàng Hải Việt Nam (v),Ngắn hạn > - Công ty Cổ phần Bao bi Hoàng Hải Việt Nam (v),- Công ty Cổ phần Bao bi Hoàng Hải Việt Nam (v),19.613.120.126,46.809.000.000,19613120126.0,46809000000.0
- Các khoản phải thu khách hàng khác (v),Ngắn hạn > - Các khoản phải thu khách hàng khác (v),- Các khoản phải thu khách hàng khác (v),152.690.349.026,96.922.409.595,152690349026.0,96922409595.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,1.216.364.937.991,1.095.584.987.883,1216364937991.0,1095584987883.0
Dải hạn,Dải hạn,Dải hạn,Dải hạn,Dải hạn,,
Phải thu từ khách hàng,Phải thu từ khách hàng,Phải thu từ khách hàng,Phải thu từ khách hàng,Phải thu từ khách hàng,,
- Công ty Cổ phần Dịch vụ Kinh Bắc (i),Phải thu từ khách hàng > - Công ty Cổ phần Dịch vụ Kinh Bắc (i),- Công ty Cổ phần Dịch vụ Kinh Bắc (i),26.434.546.048,211.863.915.704,26434546048.0,211863915704.0
TỔNG CỘNG,Phải thu từ khách hàng > TỔNG CỘNG,TỔNG CỘNG,26.434.546.048,211.863.915.704,26434546048.0,211863915704.0
Dự phòng phải thu khó đòi,Phải thu từ khách hàng > Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,6.833.980.650,6.835.037.650,6833980650.0,6835037650.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Ngắn hạn,Trong đó: > Ngắn hạn,Ngắn hạn,6.833.980.650,6.835.037.650,6833980650.0,6835037650.0
Dải hạn,Dải hạn,Dải hạn,-,-,,
