row_label_raw,row_label_full,Bên liên quan > Phải thu khác về cho vay (Thuyết minh số 8),Nội dung nghiệp vụ > Phải thu khác về cho vay (Thuyết minh số 8),Đơn vị tính: VND > Năm nay > Phải thu khác về cho vay (Thuyết minh số 8),Đơn vị tính: VND > Năm trước > Phải thu khác về cho vay (Thuyết minh số 8),numeric__Nội dung nghiệp vụ > Phải thu khác về cho vay (Thuyết minh số 8),numeric__Đơn vị tính: VND > Năm nay > Phải thu khác về cho vay (Thuyết minh số 8),numeric__Đơn vị tính: VND > Năm trước > Phải thu khác về cho vay (Thuyết minh số 8)
Công ty Cổ phần Công nghệ Viễn thông Sài Gòn - Chi nhánh Bắc Ninh,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn - Chi nhánh Bắc Ninh,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn - Chi nhánh Bắc Ninh,Cho vay ngắn hạn,11.537.895.430,13.945.208.333,,11537895430.0,13945208333.0
Công ty Cổ phần Đầu tư Sài Gòn - Huế,Công ty Cổ phần Đầu tư Sài Gòn - Huế,Công ty Cổ phần Đầu tư Sài Gòn - Huế,Cho vay ngắn hạn,400.000.000,200.000.000,,400000000.0,200000000.0
,,,,11.937.895.430,14.145.208.333,,11937895430.0,14145208333.0
