row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí phát triển cơ sở hạ tầng trích trước đối với phần doanh thu đã được ghi nhận,Ngắn hạn > Chi phí phát triển cơ sở hạ tầng trích trước đối với phần doanh thu đã được ghi nhận,Chi phí phát triển cơ sở hạ tầng trích trước đối với phần doanh thu đã được ghi nhận,950.289.709.665,968.020.756.089,950289709665.0,968020756089.0
- Khu công nghiệp Quế Võ hiện hữu,Ngắn hạn > - Khu công nghiệp Quế Võ hiện hữu,- Khu công nghiệp Quế Võ hiện hữu,49.287.726.726,50.506.690.967,49287726726.0,50506690967.0
- Khu công nghiệp Quế Võ mở rộng,Ngắn hạn > - Khu công nghiệp Quế Võ mở rộng,- Khu công nghiệp Quế Võ mở rộng,72.415.465.059,137.339.779.736,72415465059.0,137339779736.0
- Khu công nghiệp Tràng Duệ,Ngắn hạn > - Khu công nghiệp Tràng Duệ,- Khu công nghiệp Tràng Duệ,203.580.987.291,247.289.691.608,203580987291.0,247289691608.0
- Khu công nghiệp Quang Châu,Ngắn hạn > - Khu công nghiệp Quang Châu,- Khu công nghiệp Quang Châu,319.608.594.077,258.392.853.786,319608594077.0,258392853786.0
- Khu công nghiệp Tân Phú Trung,Ngắn hạn > - Khu công nghiệp Tân Phú Trung,- Khu công nghiệp Tân Phú Trung,305.396.936.512,274.491.739.992,305396936512.0,274491739992.0
Chi phí lãi vay phải trả,Ngắn hạn > Chi phí lãi vay phải trả,Chi phí lãi vay phải trả,120.181.315.132,249.470.628.101,120181315132.0,249470628101.0
Chi phí lãi vay phải trả bên liên quan (Thuyết minh số 29),Ngắn hạn > Chi phí lãi vay phải trả bên liên quan (Thuyết minh số 29),Chi phí lãi vay phải trả bên liên quan (Thuyết minh số 29),640.285.731,505.488.735,640285731.0,505488735.0
Các chi phí phải trả khác,Ngắn hạn > Các chi phí phải trả khác,Các chi phí phải trả khác,15.597.980.024,8.173.643.194,15597980024.0,8173643194.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,1.086.709.290.552,1.226.170.516.119,1086709290552.0,1226170516119.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Chi phí lãi vay phải trả (*),Dài hạn > Chi phí lãi vay phải trả (*),Chi phí lãi vay phải trả (*),1.031.951.584.113,785.455.165.816,1031951584113.0,785455165816.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,1.031.951.584.113,785.455.165.816,1031951584113.0,785455165816.0
