row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Số có khả năngtrả nợ,Số đầu năm > Giá trị,Số đầu năm > Số có khả năngtrả nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năngtrả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năngtrả nợ
Phải trả cho người bán- Công ty Cổ phầnBắt động sản Hải Phát,Phải trả cho người bán- Công ty Cổ phầnBắt động sản Hải Phát,Phải trả cho người bán- Công ty Cổ phầnBắt động sản Hải Phát,16.026.197.325,16.026.197.325,-,-,16026197325.0,16026197325.0,,
- Công ty Cổ phầnVận Tài và Xây dựngTrung Tiến,- Công ty Cổ phầnVận Tài và Xây dựngTrung Tiến,- Công ty Cổ phầnVận Tài và Xây dựngTrung Tiến,14.076.270.800,14.076.270.800,9.363.043.000,9.363.043.000,14076270800.0,14076270800.0,9363043000.0,9363043000.0
- Công ty Cổ phầnĐầu tư Trường Phát,- Công ty Cổ phầnĐầu tư Trường Phát,- Công ty Cổ phầnĐầu tư Trường Phát,2.661.011.300,2.661.011.300,11.760.407.600,11.760.407.600,2661011300.0,2661011300.0,11760407600.0,11760407600.0
- Công ty Cổ phầnĐầu tư Vận tải Xây dựng An Phú Đông,- Công ty Cổ phầnĐầu tư Vận tải Xây dựng An Phú Đông,- Công ty Cổ phầnĐầu tư Vận tải Xây dựng An Phú Đông,683.920.000,683.920.000,7.648.481.000,7.648.481.000,683920000.0,683920000.0,7648481000.0,7648481000.0
- Công ty TNHH XâyDựng và Cơ ĐiệnHPN,- Công ty TNHH XâyDựng và Cơ ĐiệnHPN,- Công ty TNHH XâyDựng và Cơ ĐiệnHPN,347.579.500,347.579.500,5.064.630.000,5.064.630.000,347579500.0,347579500.0,5064630000.0,5064630000.0
- Công ty Cổ phần Xây dựng và Thương MạiVĩnh Tường,- Công ty Cổ phần Xây dựng và Thương MạiVĩnh Tường,- Công ty Cổ phần Xây dựng và Thương MạiVĩnh Tường,-,-,6.857.177.800,6.857.177.800,,,6857177800.0,6857177800.0
- Công ty TNHHBlueScope BuildingsViệt Nam,- Công ty TNHHBlueScope BuildingsViệt Nam,- Công ty TNHHBlueScope BuildingsViệt Nam,-,-,4.870.800.000,4.870.800.000,,,4870800000.0,4870800000.0
- Các nhà cung cấpkhác,- Các nhà cung cấpkhác,- Các nhà cung cấpkhác,100.533.223.805,100.533.223.805,68.105.338.540,68.105.338.540,100533223805.0,100533223805.0,68105338540.0,68105338540.0
Phải trả các bên liênquan(Thuyết minh số 29),Phải trả các bên liênquan(Thuyết minh số 29),Phải trả các bên liênquan(Thuyết minh số 29),12.320.000,12.320.000,109.340.000,109.340.000,12320000.0,12320000.0,109340000.0,109340000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,134.340.522.730,134.340.522.730,113.779.217.940,113.779.217.940,134340522730.0,134340522730.0,113779217940.0,113779217940.0
