row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,1.260.198.518.971,1.972.459.422.710,1260198518971.0,1972459422710.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu cho thuê đất và cơ sở hạ tầng (*),Trong đó: > Doanh thu cho thuê đất và cơ sở hạ tầng (*),Doanh thu cho thuê đất và cơ sở hạ tầng (*),716.656.729.312,1.632.119.603.325,716656729312.0,1632119603325.0
Doanh thu chuyển nhượng bất động sản,Trong đó: > Doanh thu chuyển nhượng bất động sản,Doanh thu chuyển nhượng bất động sản,232.840.459.947,-,232840459947.0,
Doanh thu chuyển nhượng dự án,Trong đó: > Doanh thu chuyển nhượng dự án,Doanh thu chuyển nhượng dự án,-,218.749.608.000,,218749608000.0
"Doanh thu cung cấp nước sạch, điện, phí dịch vụ và xử lý nước thải","Trong đó: > Doanh thu cung cấp nước sạch, điện, phí dịch vụ và xử lý nước thải","Doanh thu cung cấp nước sạch, điện, phí dịch vụ và xử lý nước thải",137.036.076.729,112.611.140.009,137036076729.0,112611140009.0
Doanh thu bán nhà xưởng,Trong đó: > Doanh thu bán nhà xưởng,Doanh thu bán nhà xưởng,137.075.312.000,-,137075312000.0,
"Doanh thu cho thuê kho, nhà xưởng và văn phòng","Trong đó: > Doanh thu cho thuê kho, nhà xưởng và văn phòng","Doanh thu cho thuê kho, nhà xưởng và văn phòng",36.589.940.983,8.979.071.376,36589940983.0,8979071376.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,-,-,,
Hàng bán trả lại,Hàng bán trả lại,Hàng bán trả lại,-,-,,
Doanh thu thuần,Hàng bán trả lại > Doanh thu thuần,Doanh thu thuần,1.260.198.518.971,1.972.459.422.710,1260198518971.0,1972459422710.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với các bên khác,Trong đó: > Doanh thu với các bên khác,Doanh thu với các bên khác,1.260.198.518.971,1.972.459.422.710,1260198518971.0,1972459422710.0
Doanh thu với các bên liên quan,Doanh thu với các bên liên quan,Doanh thu với các bên liên quan,-,-,,
