row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Ông Đăng Thành Tâm,Ông Đăng Thành Tâm,Ông Đăng Thành Tâm,Công ty tạm ứng,103.084.236.422,82.397.476.856,,103084236422.0,82397476856.0
Ông Đăng Thành Tâm,Ông Đăng Thành Tâm,Ông Đăng Thành Tâm,Công ty nhận hoàn ứng,81.402.828.189,59.101.585.400,,81402828189.0,59101585400.0
Ông Đăng Thành Tâm,Ông Đăng Thành Tâm,Ông Đăng Thành Tâm,Công ty trả gốc vay dài hạn,-,3.849.163.882,,,3849163882.0
Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Thanh toán phí lắp đặt hệ thống Video Conference,101.097.747,-,,101097747.0,
Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công ty cho vay,-,5.000.000.000,,,5000000000.0
