row_label_raw,row_label_full,col_0,Số đầu năm,Số phải nộp trong năm,Số đã nộp/được khấu trừ trong năm,Đơn vị tính: VND > Số cuối năm,numeric__Số đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã nộp/được khấu trừ trong năm,numeric__Đơn vị tính: VND > Số cuối năm
Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,,,,
Thuế giá trị gia tăng,Phải nộp > Thuế giá trị gia tăng,Thuế giá trị gia tăng,19.965.094.774,2.915.981.831,(20.540.754.319),2.340.322.286,19965094774.0,2915981831.0,-20540754319.0,2340322286.0
Thuế thu nhập doanh nghiệp(Thuyết minh số 28),Phải nộp > Thuế thu nhập doanh nghiệp(Thuyết minh số 28),Thuế thu nhập doanh nghiệp(Thuyết minh số 28),110.164.139.815,177.234.691.188,(121.629.515.716),165.769.315.287,110164139815.0,177234691188.0,-121629515716.0,165769315287.0
Thuế thu nhập cá nhân,Phải nộp > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,317.653.603,5.418.611.694,(5.176.672.546),559.592.751,317653603.0,5418611694.0,-5176672546.0,559592751.0
Các khoản phải nộp Nhà nước khác (*),Phải nộp > Các khoản phải nộp Nhà nước khác (*),Các khoản phải nộp Nhà nước khác (*),29.791.398.540,974.752.662,(1.930.429.883),28.835.721.319,29791398540.0,974752662.0,-1930429883.0,28835721319.0
TỔNG CỘNG,Phải nộp > TỔNG CỘNG,TỔNG CỘNG,160.238.286.732,186.544.037.375,(149.277.372.464),197.504.951.643,160238286732.0,186544037375.0,-149277372464.0,197504951643.0
Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,,,,
Thuế thu nhập doanh nghiệp,Phải thu > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,33.404.875.482,28.021.772.909,-,61.426.648.391,33404875482.0,28021772909.0,,61426648391.0
TỔNG CỘNG,Phải thu > TỔNG CỘNG,TỔNG CỘNG,33.404.875.482,28.021.772.909,-,61.426.648.392,33404875482.0,28021772909.0,,61426648392.0
