row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Các khoản chi phí tài chính,Các khoản chi phí tài chính,Các khoản chi phí tài chính,Các khoản chi phí tài chính,Các khoản chi phí tài chính,,
"Lãi tiền vay và chi phí bảo lãnh, phát hành trái phiếu","Các khoản chi phí tài chính > Lãi tiền vay và chi phí bảo lãnh, phát hành trái phiếu","Lãi tiền vay và chi phí bảo lãnh, phát hành trái phiếu",106.963.449.754,81.656.871.847,106963449754.0,81656871847.0
Trích lập dự phòng giảm giá các khoản đầu tư tài chính,Các khoản chi phí tài chính > Trích lập dự phòng giảm giá các khoản đầu tư tài chính,Trích lập dự phòng giảm giá các khoản đầu tư tài chính,227.889.210,17.162.932.011,227889210.0,17162932011.0
Lỗ chênh lệch tỷ giá,Các khoản chi phí tài chính > Lỗ chênh lệch tỷ giá,Lỗ chênh lệch tỷ giá,-,251.378.754,,251378754.0
Chi phí tài chính khác,Các khoản chi phí tài chính > Chi phí tài chính khác,Chi phí tài chính khác,2.266.278.877,124.984.586,2266278877.0,124984586.0
TỔNG CỘNG,Các khoản chi phí tài chính > TỔNG CỘNG,TỔNG CỘNG,109.457.617.841,99.196.167.198,109457617841.0,99196167198.0
Các khoản chi phí bán hàng,Các khoản chi phí bán hàng,Các khoản chi phí bán hàng,Các khoản chi phí bán hàng,Các khoản chi phí bán hàng,,
Mua logo công ty,Các khoản chi phí bán hàng > Mua logo công ty,Mua logo công ty,-,10.933.000.000,,10933000000.0
"Phí tư vấn pháp lý, môi giới bán hàng","Các khoản chi phí bán hàng > Phí tư vấn pháp lý, môi giới bán hàng","Phí tư vấn pháp lý, môi giới bán hàng",15.803.977.774,19.290.796.455,15803977774.0,19290796455.0
Chi phí nhân viên bán hàng,Các khoản chi phí bán hàng > Chi phí nhân viên bán hàng,Chi phí nhân viên bán hàng,1.963.650.756,1.751.375.444,1963650756.0,1751375444.0
Khác,Các khoản chi phí bán hàng > Khác,Khác,4.355.659.954,1.238.248.848,4355659954.0,1238248848.0
TỔNG CỘNG,Các khoản chi phí bán hàng > TỔNG CỘNG,TỔNG CỘNG,22.123.288.484,33.213.420.747,22123288484.0,33213420747.0
